time,gFx,gFy,gFz,TgF
17:08:31:851,0.8908,0.0486,0.4288,0.990
17:08:31:852,0.8912,0.0559,0.5258,1.036
17:08:31:853,0.8925,0.0645,0.5595,1.055
17:08:31:859,0.8932,0.0772,0.5094,1.031
17:08:31:862,0.8876,0.0923,0.4229,0.988
17:08:31:866,0.8778,0.1038,0.3650,0.956
17:08:31:872,0.8732,0.1058,0.3689,0.954
17:08:31:877,0.8710,0.0999,0.4016,0.964
17:08:31:882,0.8673,0.0945,0.4329,0.974
17:08:31:888,0.8629,0.0914,0.4649,0.984
17:08:31:893,0.8585,0.0860,0.4940,0.994
17:08:31:899,0.8553,0.0774,0.5116,1.000
17:08:31:902,0.8521,0.0696,0.5221,1.002
17:08:31:907,0.8514,0.0642,0.5344,1.007
17:08:31:913,0.8541,0.0598,0.5439,1.014
17:08:31:917,0.8573,0.0552,0.5380,1.014
17:08:31:922,0.8587,0.0505,0.5168,1.004
17:08:31:927,0.8585,0.0481,0.4935,0.991
17:08:31:933,0.8568,0.0461,0.4781,0.982
17:08:31:937,0.8556,0.0444,0.4742,0.979
17:08:31:942,0.8534,0.0456,0.4791,0.980
17:08:31:947,0.8499,0.0483,0.4882,0.981
17:08:31:954,0.8492,0.0486,0.4962,0.985
17:08:31:957,0.8538,0.0481,0.4984,0.990
17:08:31:962,0.8565,0.0491,0.5004,0.993
17:08:31:967,0.8541,0.0520,0.5082,0.995
17:08:31:978,0.8514,0.0544,0.5192,0.999
17:08:31:979,0.8529,0.0588,0.5248,1.003
17:08:31:982,0.8560,0.0620,0.5207,1.004
17:08:31:987,0.8597,0.0637,0.5131,1.003
17:08:31:993,0.8636,0.0647,0.5094,1.005
17:08:31:997,0.8658,0.0662,0.5014,1.003
17:08:32:008,0.8673,0.0679,0.4918,0.999
17:08:32:009,0.8690,0.0703,0.4913,1.001
17:08:32:013,0.8710,0.0706,0.4957,1.005
17:08:32:018,0.8724,0.0706,0.4984,1.007
17:08:32:023,0.8719,0.0730,0.5009,1.008
17:08:32:027,0.8712,0.0733,0.5063,1.010
17:08:32:033,0.8710,0.0718,0.5119,1.013
17:08:32:038,0.8685,0.0720,0.5163,1.013
17:08:32:042,0.8641,0.0735,0.5177,1.010
17:08:32:048,0.8600,0.0745,0.5138,1.005
17:08:32:053,0.8551,0.0755,0.5058,0.996
17:08:32:057,0.8534,0.0750,0.4984,0.991
17:08:32:063,0.8534,0.0735,0.4938,0.989
17:08:32:068,0.8534,0.0706,0.4926,0.988
17:08:32:074,0.8531,0.0681,0.4955,0.989
17:08:32:078,0.8507,0.0672,0.4992,0.989
17:08:32:083,0.8485,0.0664,0.5014,0.988
17:08:32:095,0.8472,0.0654,0.5072,0.990
17:08:32:096,0.8485,0.0630,0.5136,0.994
17:08:32:098,0.8519,0.0613,0.5133,0.996
17:08:32:104,0.8543,0.0593,0.5114,0.997
17:08:32:108,0.8575,0.0569,0.5107,1.000
17:08:32:114,0.8600,0.0564,0.5070,1.000
17:08:32:121,0.8590,0.0581,0.4997,0.995
17:08:32:123,0.8597,0.0603,0.4957,0.994
17:08:32:128,0.8636,0.0593,0.4940,0.997
17:08:32:133,0.8690,0.0593,0.4931,1.001
17:08:32:140,0.8722,0.0635,0.4923,1.004
17:08:32:143,0.8712,0.0691,0.4906,1.002
17:08:32:149,0.8695,0.0772,0.4918,1.002
17:08:32:157,0.8668,0.0850,0.4923,1.000
17:08:32:158,0.8619,0.0918,0.4906,0.996
17:08:32:163,0.8563,0.0977,0.4855,0.989
17:08:32:176,0.8536,0.1006,0.4857,0.987
17:08:32:177,0.8565,0.1021,0.4923,0.993
17:08:32:178,0.8619,0.1021,0.4977,1.001
17:08:32:183,0.8653,0.1002,0.5028,1.006
17:08:32:188,0.8653,0.0984,0.5080,1.008
17:08:32:193,0.8580,0.0962,0.5136,1.005
17:08:32:198,0.8524,0.0926,0.5280,1.007
17:08:32:204,0.8568,0.0884,0.5459,1.020
17:08:32:209,0.8629,0.0852,0.5463,1.025
17:08:32:213,0.8626,0.0823,0.5322,1.017
17:08:32:220,0.8585,0.0806,0.5148,1.004
17:08:32:224,0.8548,0.0826,0.5048,0.996
17:08:32:228,0.8514,0.0845,0.5023,0.992
17:08:32:233,0.8438,0.0840,0.5014,0.985
17:08:32:241,0.8362,0.0813,0.4931,0.974
17:08:32:243,0.8370,0.0772,0.4889,0.972
17:08:32:249,0.8406,0.0716,0.4872,0.974
17:08:32:254,0.8406,0.0662,0.4867,0.974
17:08:32:258,0.8402,0.0603,0.4909,0.975
17:08:32:263,0.8362,0.0571,0.4948,0.973
17:08:32:272,0.8331,0.0547,0.4911,0.969
17:08:32:274,0.8350,0.0530,0.4882,0.969
17:08:32:279,0.8404,0.0520,0.4872,0.973
17:08:32:284,0.8416,0.0520,0.4862,0.973
17:08:32:289,0.8370,0.0542,0.4950,0.974
17:08:32:295,0.8323,0.0571,0.5109,0.978
17:08:32:298,0.8333,0.0579,0.5236,0.986
17:08:32:305,0.8362,0.0576,0.5280,0.991
17:08:32:310,0.8380,0.0584,0.5275,0.992
17:08:32:315,0.8399,0.0613,0.5287,0.994
17:08:32:319,0.8411,0.0632,0.5295,0.996
17:08:32:324,0.8411,0.0635,0.5324,0.998
17:08:32:329,0.8419,0.0623,0.5361,1.000
17:08:32:334,0.8446,0.0606,0.5371,1.003
17:08:32:338,0.8485,0.0591,0.5368,1.006
17:08:32:344,0.8507,0.0584,0.5368,1.008
17:08:32:349,0.8502,0.0581,0.5353,1.006
17:08:32:356,0.8470,0.0576,0.5339,1.003
17:08:32:360,0.8460,0.0564,0.5319,1.001
17:08:32:364,0.8480,0.0547,0.5309,1.002
17:08:32:371,0.8502,0.0540,0.5322,1.004
17:08:32:374,0.8468,0.0537,0.5327,1.002
17:08:32:379,0.8431,0.0520,0.5312,0.998
17:08:32:384,0.8448,0.0503,0.5285,0.998
17:08:32:389,0.8504,0.0471,0.5258,1.001
17:08:32:395,0.8546,0.0442,0.5219,1.002
17:08:32:399,0.8514,0.0452,0.5344,1.006
17:08:32:406,0.8424,0.0469,0.5397,1.002
17:08:32:409,0.8382,0.0478,0.5402,0.998
17:08:32:415,0.8397,0.0496,0.5417,1.000
17:08:32:419,0.8460,0.0500,0.5432,1.007
17:08:32:425,0.8519,0.0503,0.5422,1.011
17:08:32:429,0.8526,0.0496,0.5400,1.010
17:08:32:435,0.8494,0.0503,0.5400,1.008
17:08:32:439,0.8453,0.0522,0.5429,1.006
17:08:32:444,0.8394,0.0530,0.5500,1.005
17:08:32:449,0.8294,0.0540,0.5576,1.001
17:08:32:455,0.8189,0.0564,0.5681,0.998
17:08:32:459,0.8142,0.0566,0.5774,1.000
17:08:32:465,0.8167,0.0557,0.5784,1.002
17:08:32:471,0.8238,0.0520,0.5693,1.003
17:08:32:475,0.8309,0.0486,0.5576,1.002
17:08:32:479,0.8331,0.0466,0.5483,0.998
17:08:32:486,0.8314,0.0449,0.5468,0.996
17:08:32:490,0.8274,0.0430,0.5522,0.996
17:08:32:496,0.8216,0.0410,0.5554,0.993
17:08:32:500,0.8162,0.0403,0.5583,0.990
17:08:32:505,0.8152,0.0381,0.5608,0.990
17:08:32:510,0.8196,0.0361,0.5576,0.992
17:08:32:515,0.8238,0.0339,0.5500,0.991
17:08:32:521,0.8274,0.0351,0.5415,0.989
17:08:32:526,0.8306,0.0371,0.5371,0.990
17:08:32:530,0.8345,0.0364,0.5383,0.994
17:08:32:535,0.8380,0.0346,0.5393,0.997
17:08:32:540,0.8375,0.0356,0.5410,0.998
17:08:32:545,0.8287,0.0390,0.5446,0.992
17:08:32:549,0.8179,0.0425,0.5437,0.983
17:08:32:558,0.8120,0.0456,0.5405,0.977
17:08:32:560,0.8089,0.0483,0.5363,0.972
17:08:32:566,0.7966,0.0530,0.5373,0.962
17:08:32:571,0.7712,0.0588,0.5503,0.949
17:08:32:577,0.7551,0.0613,0.5681,0.947
17:08:32:580,0.7573,0.0613,0.5767,0.954
17:08:32:586,0.7693,0.0593,0.5713,0.960
17:08:32:591,0.7849,0.0579,0.5625,0.967
17:08:32:596,0.7937,0.0584,0.5549,0.970
17:08:32:600,0.8008,0.0579,0.5591,0.978
17:08:32:605,0.8108,0.0540,0.5710,0.993
17:08:32:611,0.8240,0.0510,0.5850,1.012
17:08:32:616,0.8338,0.0493,0.5955,1.026
17:08:32:623,0.8309,0.0503,0.6028,1.028
17:08:32:625,0.8238,0.0522,0.6092,1.026
17:08:32:630,0.8201,0.0544,0.6123,1.025
17:08:32:635,0.8125,0.0586,0.6099,1.018
17:08:32:641,0.7944,0.0606,0.6045,1.000
17:08:32:645,0.7737,0.0603,0.5972,0.979
17:08:32:650,0.7681,0.0549,0.5869,0.968
17:08:32:656,0.7852,0.0388,0.5657,0.968
17:08:32:660,0.8116,0.0266,0.5432,0.977
17:08:32:665,0.8208,0.0537,0.5635,0.997
17:08:32:671,0.8179,0.0664,0.5793,1.005
17:08:32:676,0.8174,0.0513,0.5825,1.005
17:08:32:680,0.8150,0.0364,0.5847,1.004
17:08:32:685,0.8086,0.0295,0.5835,0.998
17:08:32:690,0.7981,0.0278,0.5811,0.988
17:08:32:696,0.7883,0.0290,0.5813,0.980
17:08:32:701,0.7856,0.0305,0.5850,0.980
17:08:32:705,0.7944,0.0239,0.5855,0.987
17:08:32:710,0.8037,0.0102,0.5749,0.988
17:08:32:716,0.7893,-0.0167,0.5329,0.953
17:08:32:721,0.7646,0.0031,0.5522,0.943
17:08:32:727,0.7387,0.0432,0.6026,0.954
17:08:32:731,0.7333,0.0544,0.6466,0.979
17:08:32:736,0.7563,0.0329,0.6722,1.012
17:08:32:741,0.7788,-0.0020,0.6676,1.026
17:08:32:746,0.7964,-0.0225,0.6649,1.038
17:08:32:750,0.7918,-0.0235,0.6573,1.029
17:08:32:760,0.7883,-0.0201,0.6585,1.027
17:08:32:761,0.7783,-0.0208,0.6600,1.021
17:08:32:765,0.7571,-0.0245,0.6539,1.001
17:08:32:772,0.7671,-0.0191,0.6632,1.014
17:08:32:776,0.7744,-0.0191,0.6620,1.019
17:08:32:780,0.7341,-0.0250,0.6532,0.983
17:08:32:786,0.7260,-0.0316,0.6686,0.987
17:08:32:797,0.7700,-0.0328,0.6908,1.035
17:08:32:798,0.7607,-0.0379,0.6923,1.029
17:08:32:802,0.7287,-0.0499,0.7006,1.012
17:08:32:806,0.7192,-0.0612,0.7194,1.019
17:08:32:811,0.7155,-0.0690,0.7316,1.026
17:08:32:816,0.7189,-0.0751,0.7441,1.037
17:08:32:821,0.7228,-0.0827,0.7558,1.049
17:08:32:826,0.7170,-0.0951,0.7490,1.041
17:08:32:831,0.7204,-0.1030,0.7426,1.040
17:08:32:838,0.7292,-0.1049,0.7448,1.048
17:08:32:841,0.7412,-0.1069,0.7490,1.059
17:08:32:846,0.7436,-0.1086,0.7412,1.055
17:08:32:854,0.7392,-0.1118,0.7194,1.038
17:08:32:857,0.7353,-0.1135,0.6933,1.017
17:08:32:861,0.7307,-0.1096,0.6634,0.993
17:08:32:866,0.7179,-0.1025,0.6417,0.968
17:08:32:872,0.6908,-0.0976,0.6292,0.939
17:08:32:877,0.6578,-0.0932,0.6270,0.914
17:08:32:881,0.6532,-0.0866,0.6341,0.914
17:08:32:887,0.6808,-0.0827,0.6417,0.939
17:08:32:892,0.7219,-0.0793,0.6446,0.971
17:08:32:897,0.7363,-0.0766,0.6417,0.980
17:08:32:903,0.7069,-0.0766,0.6348,0.953
17:08:32:906,0.6644,-0.0746,0.6453,0.929
17:08:32:912,0.6441,-0.0727,0.6752,0.936
17:08:32:917,0.6537,-0.0800,0.7082,0.967
17:08:32:922,0.6637,-0.0883,0.7351,0.994
17:08:32:926,0.6732,-0.0956,0.7602,1.020
17:08:32:931,0.6898,-0.1066,0.7825,1.049
17:08:32:937,0.6906,-0.1125,0.7962,1.060
17:08:32:941,0.6901,-0.1164,0.8054,1.067
17:08:32:947,0.6947,-0.1206,0.8094,1.073
17:08:32:951,0.7047,-0.1289,0.8118,1.083
17:08:32:959,0.7069,-0.1330,0.8106,1.084
17:08:32:961,0.7162,-0.1352,0.8079,1.088
17:08:32:966,0.7233,-0.1308,0.8045,1.090
17:08:32:972,0.7197,-0.1245,0.8052,1.087
17:08:32:980,0.7052,-0.1213,0.8147,1.084
17:08:32:982,0.6891,-0.1189,0.8240,1.081
17:08:32:987,0.6717,-0.1130,0.8267,1.071
17:08:32:992,0.6551,-0.1091,0.8284,1.062
17:08:32:998,0.6400,-0.1093,0.8265,1.051
17:08:33:003,0.6287,-0.1130,0.8167,1.037
17:08:33:007,0.6297,-0.1215,0.8020,1.027
17:08:33:012,0.6383,-0.1294,0.7859,1.021
17:08:33:019,0.6471,-0.1306,0.7725,1.016
17:08:33:022,0.6603,-0.1240,0.7641,1.017
17:08:33:026,0.6823,-0.1120,0.7622,1.029
17:08:33:031,0.7055,-0.0993,0.7578,1.040
