time,gFx,gFy,gFz,TgF
15:46:55:129,-0.0061,-0.0504,1.0083,1.010
15:46:55:130,-0.0046,-0.0526,1.0083,1.010
15:46:55:134,-0.0036,-0.0538,1.0127,1.014
15:46:55:135,-0.0034,-0.0533,1.0210,1.022
15:46:55:137,-0.0031,-0.0509,1.0274,1.029
15:46:55:141,-0.0039,-0.0492,1.0272,1.028
15:46:55:148,-0.0068,-0.0502,1.0220,1.023
15:46:55:152,-0.0093,-0.0531,1.0154,1.017
15:46:55:158,-0.0090,-0.0553,1.0108,1.012
15:46:55:167,-0.0063,-0.0553,1.0088,1.010
15:46:55:168,-0.0029,-0.0555,1.0105,1.012
15:46:55:172,0.0000,-0.0543,1.0130,1.014
15:46:55:178,0.0005,-0.0536,1.0115,1.013
15:46:55:182,-0.0009,-0.0543,1.0088,1.010
15:46:55:187,-0.0024,-0.0551,1.0059,1.007
15:46:55:192,-0.0019,-0.0551,1.0047,1.006
15:46:55:198,0.0010,-0.0560,1.0066,1.008
15:46:55:202,0.0044,-0.0575,1.0115,1.013
15:46:55:207,0.0059,-0.0585,1.0162,1.018
15:46:55:212,0.0049,-0.0582,1.0176,1.019
15:46:55:218,0.0030,-0.0577,1.0162,1.018
15:46:55:222,0.0017,-0.0560,1.0169,1.018
15:46:55:228,0.0020,-0.0543,1.0188,1.020
15:46:55:233,0.0015,-0.0529,1.0201,1.021
15:46:55:238,0.0013,-0.0521,1.0201,1.021
15:46:55:242,0.0027,-0.0531,1.0181,1.019
15:46:55:247,0.0049,-0.0543,1.0166,1.018
15:46:55:252,0.0071,-0.0553,1.0152,1.017
15:46:55:258,0.0066,-0.0553,1.0120,1.014
15:46:55:262,0.0054,-0.0553,1.0088,1.010
15:46:55:268,0.0044,-0.0555,1.0088,1.010
15:46:55:272,0.0037,-0.0555,1.0118,1.013
15:46:55:278,0.0044,-0.0543,1.0154,1.017
15:46:55:283,0.0066,-0.0538,1.0174,1.019
15:46:55:288,0.0083,-0.0543,1.0174,1.019
15:46:55:292,0.0086,-0.0548,1.0176,1.019
15:46:55:299,0.0091,-0.0553,1.0171,1.019
15:46:55:303,0.0081,-0.0558,1.0149,1.016
15:46:55:309,0.0074,-0.0560,1.0113,1.013
15:46:55:313,0.0074,-0.0570,1.0093,1.011
15:46:55:322,0.0066,-0.0568,1.0118,1.013
15:46:55:323,0.0049,-0.0553,1.0152,1.017
15:46:55:327,0.0030,-0.0543,1.0188,1.020
15:46:55:332,0.0010,-0.0533,1.0213,1.023
15:46:55:338,-0.0009,-0.0529,1.0232,1.025
15:46:55:342,-0.0017,-0.0516,1.0235,1.025
15:46:55:348,-0.0014,-0.0511,1.0220,1.023
15:46:55:353,0.0003,-0.0531,1.0210,1.022
15:46:55:358,0.0035,-0.0551,1.0210,1.023
15:46:55:363,0.0088,-0.0573,1.0240,1.026
15:46:55:368,0.0127,-0.0587,1.0272,1.029
15:46:55:373,0.0137,-0.0595,1.0262,1.028
15:46:55:379,0.0115,-0.0590,1.0235,1.025
15:46:55:383,0.0081,-0.0587,1.0223,1.024
15:46:55:389,0.0071,-0.0575,1.0230,1.025
15:46:55:393,0.0096,-0.0560,1.0262,1.028
15:46:55:399,0.0132,-0.0558,1.0296,1.031
15:46:55:403,0.0179,-0.0575,1.0281,1.030
15:46:55:408,0.0223,-0.0565,1.0242,1.026
15:46:55:423,0.0259,-0.0536,1.0213,1.023
15:46:55:424,0.0303,-0.0511,1.0184,1.020
15:46:55:425,0.0318,-0.0521,1.0152,1.017
15:46:55:429,0.0306,-0.0531,1.0127,1.015
15:46:55:433,0.0289,-0.0529,1.0100,1.012
15:46:55:442,0.0284,-0.0526,1.0103,1.012
15:46:55:443,0.0247,-0.0519,1.0122,1.014
15:46:55:456,0.0201,-0.0536,1.0113,1.013
15:46:55:458,0.0184,-0.0563,1.0093,1.011
15:46:55:459,0.0174,-0.0568,1.0047,1.006
15:46:55:464,0.0186,-0.0541,1.0042,1.006
15:46:55:468,0.0223,-0.0519,1.0076,1.009
15:46:55:473,0.0252,-0.0511,1.0127,1.014
