time,gFx,gFy,gFz,TgF
15:58:05:574,0.9497,0.0148,0.0673,0.952
15:58:05:575,0.9458,0.0185,0.0651,0.948
15:58:05:575,0.9516,0.0219,0.0839,0.956
15:58:05:578,0.9506,0.0241,0.1115,0.957
15:58:05:583,0.9482,0.0254,0.1379,0.959
15:58:05:587,0.9558,0.0293,0.1567,0.969
15:58:05:592,0.9643,0.0332,0.1626,0.979
15:58:05:597,0.9648,0.0368,0.1626,0.979
15:58:05:604,0.9565,0.0425,0.1614,0.971
15:58:05:608,0.9499,0.0476,0.1604,0.965
15:58:05:613,0.9514,0.0505,0.1653,0.967
15:58:05:618,0.9609,0.0525,0.1706,0.977
15:58:05:623,0.9768,0.0530,0.1719,0.993
15:58:05:628,0.9924,0.0544,0.1719,1.009
15:58:05:632,0.9990,0.0579,0.1689,1.015
15:58:05:637,0.9983,0.0645,0.1626,1.014
15:58:05:643,0.9961,0.0703,0.1543,1.010
15:58:05:648,0.9900,0.0755,0.1469,1.004
15:58:05:653,0.9802,0.0782,0.1394,0.993
15:58:05:658,0.9724,0.0777,0.1286,0.984
15:58:05:663,0.9670,0.0757,0.1139,0.977
15:58:05:667,0.9609,0.0747,0.0980,0.969
15:58:05:674,0.9533,0.0713,0.0870,0.960
15:58:05:677,0.9428,0.0669,0.0863,0.949
15:58:05:683,0.9299,0.0635,0.0870,0.936
15:58:05:687,0.9172,0.0630,0.0844,0.923
15:58:05:693,0.9152,0.0659,0.0748,0.921
15:58:05:698,0.9269,0.0664,0.0695,0.932
15:58:05:703,0.9450,0.0632,0.0790,0.950
15:58:05:715,0.9624,0.0559,0.0946,0.969
15:58:05:717,0.9700,0.0486,0.1090,0.977
15:58:05:718,0.9663,0.0461,0.1208,0.975
15:58:05:723,0.9582,0.0481,0.1257,0.968
15:58:05:729,0.9502,0.0535,0.1215,0.959
15:58:05:733,0.9465,0.0588,0.1120,0.955
15:58:05:738,0.9465,0.0586,0.1042,0.954
15:58:05:744,0.9475,0.0542,0.0990,0.954
15:58:05:748,0.9528,0.0456,0.0985,0.959
15:58:05:753,0.9609,0.0356,0.0998,0.967
15:58:05:758,0.9626,0.0295,0.0944,0.968
15:58:05:764,0.9575,0.0298,0.0836,0.962
15:58:05:768,0.9575,0.0283,0.0814,0.961
15:58:05:774,0.9646,0.0222,0.0895,0.969
15:58:05:778,0.9751,0.0148,0.0983,0.980
15:58:05:784,0.9810,0.0104,0.1029,0.986
15:58:05:788,0.9785,0.0097,0.1051,0.984
15:58:05:794,0.9748,0.0122,0.1112,0.981
15:58:05:798,0.9736,0.0178,0.1156,0.981
15:58:05:804,0.9707,0.0258,0.1161,0.978
15:58:05:809,0.9692,0.0317,0.1183,0.977
15:58:05:815,0.9704,0.0337,0.1181,0.978
15:58:05:820,0.9766,0.0337,0.1147,0.984
15:58:05:824,0.9902,0.0334,0.1156,0.998
15:58:05:828,1.0027,0.0322,0.1222,1.011
15:58:05:833,1.0052,0.0332,0.1325,1.014
15:58:05:838,1.0008,0.0398,0.1408,1.011
15:58:05:844,0.9937,0.0476,0.1457,1.005
15:58:05:848,0.9888,0.0510,0.1489,1.001
15:58:05:853,0.9934,0.0483,0.1528,1.006
15:58:05:858,1.0030,0.0417,0.1562,1.016
15:58:05:864,1.0093,0.0373,0.1548,1.022
15:58:05:869,1.0103,0.0364,0.1548,1.023
15:58:05:874,1.0135,0.0346,0.1623,1.027
15:58:05:879,1.0191,0.0324,0.1687,1.033
15:58:05:885,1.0201,0.0312,0.1692,1.034
15:58:05:889,1.0176,0.0288,0.1714,1.032
15:58:05:894,1.0188,0.0251,0.1794,1.035
15:58:05:899,1.0279,0.0217,0.1880,1.045
15:58:05:904,1.0416,0.0217,0.2051,1.062
15:58:05:909,1.0474,0.0307,0.2237,1.072
15:58:05:914,1.0323,0.0420,0.2396,1.061
15:58:05:919,1.0213,0.0408,0.2616,1.055
15:58:05:925,1.0352,0.0371,0.2838,1.074
15:58:05:929,1.0489,0.0437,0.2748,1.085
15:58:05:934,1.0386,0.0513,0.2384,1.067
15:58:05:941,1.0110,0.0584,0.1768,1.028
15:58:05:944,0.9668,0.0620,0.1134,0.975
15:58:05:949,0.9392,0.0571,0.0589,0.943
15:58:05:954,0.9568,0.0339,0.0277,0.958
15:58:05:960,0.9934,0.0036,0.0154,0.994
15:58:05:964,1.0010,-0.0167,0.0157,1.001
15:58:05:969,0.9907,-0.0289,0.0176,0.991
15:58:05:975,0.9802,-0.0414,0.0093,0.981
15:58:05:979,0.9751,-0.0516,-0.0078,0.976
15:58:05:985,0.9741,-0.0609,-0.0293,0.976
15:58:05:990,0.9599,-0.0778,-0.0427,0.964
15:58:05:994,0.9634,-0.0954,-0.0352,0.969
15:58:05:999,0.9878,-0.0995,-0.0063,0.993
15:58:06:005,1.0003,-0.0854,0.0284,1.004
15:58:06:009,0.9959,-0.0577,0.0484,0.999
15:58:06:014,0.9920,-0.0255,0.0611,0.994
15:58:06:019,0.9939,0.0009,0.0809,0.997
15:58:06:026,1.0012,0.0148,0.1086,1.007
15:58:06:029,1.0037,0.0183,0.1369,1.013
15:58:06:034,0.9990,0.0139,0.1604,1.012
15:58:06:040,1.0071,0.0092,0.1658,1.021
15:58:06:045,1.0259,0.0082,0.1526,1.037
15:58:06:049,1.0301,0.0166,0.1328,1.039
15:58:06:054,1.0196,0.0327,0.1178,1.027
15:58:06:059,0.9981,0.0532,0.1081,1.005
15:58:06:065,0.9722,0.0725,0.0968,0.980
15:58:06:069,0.9511,0.0872,0.0932,0.960
15:58:06:076,0.9362,0.0967,0.0954,0.946
15:58:06:079,0.9230,0.1021,0.1005,0.934
15:58:06:085,0.9093,0.1060,0.1132,0.922
15:58:06:091,0.8812,0.1195,0.1587,0.903
15:58:06:095,0.8768,0.1358,0.1643,0.902
15:58:06:100,0.8783,0.1481,0.1235,0.899
15:58:06:106,0.8646,0.1691,0.0751,0.884
15:58:06:115,0.8453,0.1779,0.0438,0.865
15:58:06:117,0.8311,0.1686,0.0423,0.849
15:58:06:120,0.8042,0.1698,0.0501,0.823
15:58:06:125,0.7666,0.1798,0.0450,0.789
15:58:06:131,0.7534,0.1808,0.0457,0.776
15:58:06:135,0.7681,0.1737,0.0543,0.789
15:58:06:140,0.7910,0.1662,0.0614,0.811
15:58:06:146,0.8470,0.1033,0.0665,0.856
15:58:06:150,1.2684,-0.2496,0.0208,1.293
15:58:06:155,1.2599,-0.1284,-0.0584,1.268
15:58:06:160,0.6453,0.3588,0.0237,0.739
15:58:06:165,0.5204,0.3353,-0.0229,0.620
15:58:06:170,0.7451,0.1107,-0.1070,0.761
15:58:06:175,0.8443,0.0427,-0.0608,0.848
15:58:06:180,0.8739,0.0478,0.0350,0.876
15:58:06:186,0.9374,0.0390,0.0685,0.941
15:58:06:190,0.9844,0.0271,0.0680,0.987
15:58:06:195,0.9839,0.0288,0.0602,0.986
15:58:06:200,0.9524,0.0444,0.0269,0.954
15:58:06:208,0.9225,0.0530,-0.0185,0.924
15:58:06:211,0.9015,0.0466,-0.0589,0.905
15:58:06:215,0.8710,0.0444,-0.0887,0.877
15:58:06:220,0.8306,0.0500,-0.0955,0.838
15:58:06:225,0.7893,0.0522,-0.0723,0.794
15:58:06:230,0.7698,0.0430,-0.0452,0.772
15:58:06:235,0.7590,0.0366,-0.0381,0.761
15:58:06:240,0.7556,0.0305,-0.0347,0.757
15:58:06:245,0.7634,0.0258,-0.0357,0.765
15:58:06:250,0.7571,0.0229,-0.0508,0.759
15:58:06:255,0.7507,0.0070,-0.0743,0.754
15:58:06:260,0.7544,-0.0103,-0.0899,0.760
15:58:06:265,0.7595,-0.0282,-0.0995,0.766
15:58:06:270,0.7561,-0.0397,-0.1146,0.766
15:58:06:275,0.7558,-0.0370,-0.1263,0.767
15:58:06:280,0.7585,-0.0277,-0.1354,0.771
15:58:06:286,0.7644,0.0268,-0.1474,0.779
15:58:06:290,0.7935,-0.0267,-0.1222,0.803
15:58:06:296,0.7744,-0.0851,-0.0537,0.781
15:58:06:301,0.7798,-0.0905,-0.0107,0.785
15:58:06:316,0.8089,-0.0514,-0.0247,0.811
15:58:06:317,0.8255,-0.0206,-0.0530,0.827
15:58:06:318,0.8362,-0.0157,-0.0484,0.838
15:58:06:322,0.8358,-0.0196,-0.0244,0.836
15:58:06:332,0.8311,-0.0375,-0.0234,0.832
15:58:06:334,0.8331,-0.0489,-0.0552,0.836
15:58:06:335,0.8487,-0.0538,-0.0814,0.854
15:58:06:340,0.8844,-0.0568,-0.0843,0.890
15:58:06:346,0.9453,-0.0670,-0.0555,0.949
15:58:06:350,0.9814,-0.0519,-0.0308,0.983
15:58:06:356,0.9675,-0.0379,0.0132,0.968
15:58:06:361,0.9389,-0.0333,0.0673,0.942
15:58:06:366,0.9049,-0.0257,0.0934,0.910
15:58:06:370,0.8986,-0.0225,0.0905,0.903
15:58:06:376,0.9370,-0.0340,0.0792,0.941
15:58:06:381,0.9841,-0.0387,0.0433,0.986
15:58:06:386,1.0091,-0.0362,-0.0156,1.010
15:58:06:391,1.0113,-0.0372,-0.0704,1.014
15:58:06:396,1.0088,-0.0497,-0.0951,1.015
15:58:06:401,1.0059,-0.0680,-0.0924,1.012
15:58:06:407,0.9971,-0.0766,-0.0743,1.003
15:58:06:411,0.9812,-0.0685,-0.0618,0.986
15:58:06:416,0.9558,-0.0553,-0.0701,0.960
15:58:06:421,0.9272,-0.0448,-0.0999,0.934
15:58:06:427,0.9027,-0.0401,-0.1349,0.914
15:58:06:431,0.8886,-0.0436,-0.1669,0.905
15:58:06:436,0.8732,-0.0497,-0.1982,0.897
15:58:06:442,0.8558,-0.0568,-0.2253,0.887
15:58:06:447,0.8460,-0.0692,-0.2339,0.880
15:58:06:451,0.8475,-0.0795,-0.2224,0.880
15:58:06:456,0.8641,-0.0868,-0.1950,0.890
15:58:06:461,0.8890,-0.0944,-0.1491,0.906
15:58:06:467,0.8856,-0.1015,-0.1339,0.901
15:58:06:471,0.8736,-0.1110,-0.1369,0.891
15:58:06:476,0.8739,-0.1169,-0.1349,0.892
15:58:06:481,0.8702,-0.1149,-0.1219,0.886
15:58:06:487,0.8507,-0.1047,-0.1026,0.863
15:58:06:491,0.8067,-0.0861,-0.0853,0.816
15:58:06:497,0.7563,-0.0626,-0.0877,0.764
15:58:06:502,0.7182,-0.0426,-0.1065,0.727
15:58:06:509,0.7011,-0.0345,-0.1149,0.711
15:58:06:511,0.6947,-0.0311,-0.1227,0.706
15:58:06:517,0.6881,-0.0262,-0.1432,0.703
15:58:06:522,0.6862,-0.0252,-0.1645,0.706
15:58:06:528,0.6867,-0.0140,-0.1857,0.711
15:58:06:531,0.6972,0.0051,-0.2063,0.727
15:58:06:536,0.7209,0.0202,-0.2249,0.755
15:58:06:541,0.7580,0.0195,-0.2525,0.799
15:58:06:547,0.8164,0.0021,-0.2921,0.867
15:58:06:551,0.8800,-0.0184,-0.3190,0.936
15:58:06:558,0.9238,-0.0282,-0.3050,0.973
15:58:06:562,0.9436,-0.0194,-0.2679,0.981
15:58:06:567,0.9524,-0.0010,-0.2231,0.978
15:58:06:571,0.9514,0.0212,-0.1772,0.968
15:58:06:577,0.9313,0.0442,-0.1349,0.942
15:58:06:581,0.9062,0.0637,-0.0990,0.914
15:58:06:588,0.8871,0.0708,-0.0669,0.892
15:58:06:592,0.8729,0.0703,-0.0545,0.877
15:58:06:597,0.8744,0.0696,-0.0731,0.880
15:58:06:603,0.8893,0.0657,-0.1141,0.899
15:58:06:612,0.9008,0.0483,-0.1681,0.918
15:58:06:613,0.9064,0.0295,-0.2390,0.938
15:58:06:617,0.9279,0.0087,-0.3040,0.976
15:58:06:621,0.9692,-0.0206,-0.3810,1.042
15:58:06:627,1.0130,-0.0570,-0.4351,1.104
15:58:06:632,1.0443,-0.0839,-0.4390,1.136
15:58:06:636,1.0587,-0.0934,-0.4048,1.137
15:58:06:642,1.0614,-0.0917,-0.3659,1.126
15:58:06:647,1.0533,-0.0795,-0.3402,1.110
15:58:06:652,1.0313,-0.0563,-0.3182,1.081
15:58:06:657,0.9964,-0.0240,-0.2874,1.037
15:58:06:662,0.9558,0.0163,-0.2476,0.987
15:58:06:668,0.9225,0.0530,-0.2175,0.949
15:58:06:673,0.9162,0.0730,-0.1992,0.940
15:58:06:677,0.9294,0.0786,-0.1882,0.951
15:58:06:682,0.9382,0.0777,-0.1767,0.958
15:58:06:688,0.9475,0.0601,-0.1503,0.961
15:58:06:692,0.9467,0.0395,-0.1156,0.955
15:58:06:697,0.9374,0.0496,-0.1100,0.945
15:58:06:702,0.9484,0.0444,-0.0999,0.955
15:58:06:709,0.9638,0.0114,-0.0765,0.967
15:58:06:712,0.9768,-0.0123,-0.0838,0.980
15:58:06:718,1.0081,-0.0260,-0.1285,1.017
15:58:06:724,1.0562,-0.0502,-0.1747,1.072
15:58:06:728,1.0824,-0.0565,-0.2295,1.108
15:58:06:732,1.0895,-0.0372,-0.2437,1.117
15:58:06:737,1.1061,-0.0049,-0.2200,1.128
15:58:06:742,1.1227,0.0200,-0.1926,1.139
15:58:06:748,1.0902,0.0403,-0.1745,1.105
15:58:06:752,1.0418,0.0650,-0.1501,1.055
15:58:06:758,1.0086,0.0904,-0.1163,1.019
15:58:06:762,0.9746,0.1180,-0.1107,0.988
15:58:06:768,0.9367,0.1539,-0.1393,0.959
15:58:06:774,0.9228,0.1769,-0.1452,0.951
15:58:06:778,0.9780,0.1488,-0.0865,0.993
15:58:06:783,1.0548,0.0850,-0.0327,1.059
15:58:06:788,1.0936,0.0415,-0.0322,1.095
15:58:06:792,1.1266,0.0234,-0.0535,1.128
15:58:06:798,1.1819,-0.0015,-0.0484,1.183
15:58:06:803,1.2501,-0.0169,-0.0154,1.250
