time,gFx,gFy,gFz,TgF
17:06:27:860,1.0152,0.0557,0.1797,1.032
17:06:27:861,0.9959,0.0796,0.1846,1.016
17:06:27:862,0.9961,0.0960,0.1594,1.013
17:06:27:862,1.0010,0.0965,0.1398,1.015
17:06:27:862,0.9983,0.0914,0.1418,1.012
17:06:27:868,0.9902,0.0882,0.1513,1.006
17:06:27:871,0.9839,0.0879,0.1750,1.003
17:06:27:876,0.9861,0.0882,0.2190,1.014
17:06:27:880,0.9824,0.0855,0.2259,1.012
17:06:27:886,0.9712,0.0843,0.1851,0.992
17:06:27:890,0.9609,0.0857,0.1447,0.976
17:06:27:896,0.9528,0.0855,0.1381,0.967
17:06:27:901,0.9470,0.0796,0.1543,0.963
17:06:27:906,0.9458,0.0720,0.1665,0.963
17:06:27:911,0.9458,0.0659,0.1711,0.963
17:06:27:916,0.9455,0.0625,0.1687,0.962
17:06:27:921,0.9455,0.0608,0.1616,0.961
17:06:27:926,0.9465,0.0591,0.1535,0.961
17:06:27:931,0.9497,0.0584,0.1494,0.963
17:06:27:936,0.9553,0.0579,0.1521,0.969
17:06:27:941,0.9609,0.0571,0.1479,0.974
17:06:27:946,0.9658,0.0569,0.1362,0.977
17:06:27:958,0.9722,0.0584,0.1266,0.982
17:06:27:959,0.9768,0.0610,0.1208,0.986
17:06:27:961,0.9763,0.0650,0.1235,0.986
17:06:27:969,0.9719,0.0689,0.1367,0.984
17:06:27:976,0.9675,0.0716,0.1484,0.981
17:06:27:977,0.9660,0.0740,0.1548,0.981
17:06:27:981,0.9680,0.0745,0.1577,0.984
17:06:27:987,0.9739,0.0730,0.1601,0.990
17:06:27:991,0.9812,0.0725,0.1592,0.997
17:06:27:996,0.9873,0.0718,0.1574,1.002
17:06:28:004,0.9902,0.0711,0.1550,1.005
17:06:28:006,0.9912,0.0725,0.1552,1.006
17:06:28:011,0.9934,0.0728,0.1523,1.008
17:06:28:017,0.9978,0.0698,0.1469,1.011
17:06:28:021,1.0010,0.0679,0.1442,1.014
17:06:28:027,0.9983,0.0679,0.1460,1.011
17:06:28:031,0.9932,0.0681,0.1499,1.007
17:06:28:037,0.9885,0.0681,0.1528,1.003
17:06:28:041,0.9861,0.0676,0.1508,1.000
17:06:28:046,0.9844,0.0662,0.1489,0.998
17:06:28:053,0.9839,0.0647,0.1496,0.997
17:06:28:057,0.9844,0.0635,0.1526,0.998
17:06:28:061,0.9846,0.0628,0.1533,0.998
17:06:28:066,0.9827,0.0620,0.1533,0.996
17:06:28:071,0.9775,0.0625,0.1548,0.992
17:06:28:077,0.9695,0.0650,0.1501,0.983
17:06:28:081,0.9624,0.0674,0.1433,0.975
17:06:28:087,0.9590,0.0684,0.1420,0.972
17:06:28:092,0.9585,0.0681,0.1464,0.972
17:06:28:097,0.9599,0.0672,0.1504,0.974
17:06:28:103,0.9624,0.0662,0.1526,0.977
17:06:28:107,0.9641,0.0659,0.1545,0.979
17:06:28:112,0.9641,0.0672,0.1601,0.980
17:06:28:118,0.9638,0.0674,0.1667,0.980
17:06:28:121,0.9646,0.0659,0.1704,0.982
17:06:28:128,0.9636,0.0632,0.1772,0.982
17:06:28:131,0.9621,0.0603,0.1782,0.980
17:06:28:137,0.9663,0.0598,0.1689,0.983
17:06:28:142,0.9717,0.0601,0.1589,0.986
17:06:28:147,0.9726,0.0615,0.1582,0.987
17:06:28:152,0.9712,0.0625,0.1616,0.987
17:06:28:157,0.9712,0.0632,0.1645,0.987
17:06:28:162,0.9726,0.0628,0.1689,0.989
17:06:28:167,0.9736,0.0642,0.1687,0.990
17:06:28:172,0.9729,0.0654,0.1604,0.988
17:06:28:177,0.9724,0.0662,0.1555,0.987
17:06:28:182,0.9731,0.0672,0.1550,0.988
17:06:28:187,0.9707,0.0684,0.1572,0.986
17:06:28:192,0.9697,0.0689,0.1592,0.985
17:06:28:197,0.9756,0.0681,0.1577,0.991
17:06:28:202,0.9775,0.0684,0.1533,0.992
17:06:28:207,0.9763,0.0686,0.1479,0.990
17:06:28:212,0.9746,0.0698,0.1506,0.989
17:06:28:219,0.9707,0.0725,0.1594,0.986
17:06:28:222,0.9665,0.0745,0.1604,0.983
17:06:28:228,0.9670,0.0752,0.1545,0.982
17:06:28:233,0.9690,0.0762,0.1496,0.983
17:06:28:238,0.9653,0.0796,0.1506,0.980
17:06:28:243,0.9594,0.0835,0.1567,0.976
17:06:28:247,0.9553,0.0860,0.1596,0.972
17:06:28:259,0.9558,0.0852,0.1565,0.972
17:06:28:261,0.9585,0.0833,0.1545,0.974
17:06:28:262,0.9629,0.0799,0.1562,0.979
17:06:28:268,0.9685,0.0757,0.1560,0.984
17:06:28:273,0.9724,0.0730,0.1504,0.987
17:06:28:278,0.9753,0.0728,0.1416,0.988
17:06:28:285,0.9766,0.0735,0.1359,0.989
17:06:28:287,0.9739,0.0747,0.1372,0.986
17:06:28:293,0.9714,0.0772,0.1423,0.985
17:06:28:298,0.9736,0.0786,0.1433,0.987
17:06:28:302,0.9792,0.0801,0.1347,0.992
17:06:28:308,0.9861,0.0865,0.1240,0.998
17:06:28:312,0.9900,0.0955,0.1149,1.001
17:06:28:319,0.9929,0.1055,0.1027,1.004
17:06:28:322,0.9954,0.1131,0.0944,1.006
17:06:28:328,0.9971,0.1168,0.0968,1.009
17:06:28:333,1.0005,0.1212,0.1081,1.014
17:06:28:338,1.0039,0.1290,0.1193,1.019
17:06:28:343,1.0042,0.1383,0.1286,1.022
17:06:28:347,0.9939,0.1468,0.1376,1.014
17:06:28:353,0.9900,0.1527,0.1394,1.011
