time,gFx,gFy,gFz,TgF
17:15:22:106,0.8230,0.2121,0.3550,0.921
17:15:22:113,0.8394,0.2150,0.3752,0.944
17:15:22:116,0.8519,0.2214,0.3735,0.956
17:15:22:122,0.8578,0.2253,0.3589,0.957
17:15:22:135,0.8602,0.2280,0.3349,0.951
17:15:22:136,0.8626,0.2307,0.3073,0.944
17:15:22:137,0.8707,0.2297,0.2850,0.945
17:15:22:142,0.8746,0.2278,0.2630,0.941
17:15:22:147,0.8746,0.2251,0.2447,0.936
17:15:22:153,0.8707,0.2231,0.2308,0.928
17:15:22:157,0.8634,0.2219,0.2164,0.917
17:15:22:168,0.8612,0.2177,0.2022,0.911
17:15:22:169,0.8614,0.2128,0.1926,0.908
17:15:22:173,0.8626,0.2094,0.1887,0.908
17:15:22:177,0.8639,0.2055,0.1914,0.908
17:15:22:182,0.8580,0.2058,0.2014,0.905
17:15:22:187,0.8485,0.2119,0.2105,0.899
17:15:22:195,0.8416,0.2190,0.2090,0.894
17:15:22:197,0.8353,0.2202,0.2049,0.888
17:15:22:202,0.8326,0.2136,0.2073,0.884
17:15:22:208,0.8318,0.2045,0.2137,0.883
17:15:22:214,0.8262,0.2004,0.2215,0.879
17:15:22:217,0.8208,0.1989,0.2340,0.876
17:15:22:222,0.8201,0.1982,0.2481,0.879
17:15:22:230,0.8204,0.1967,0.2586,0.882
17:15:22:236,0.8243,0.1948,0.2662,0.888
17:15:22:239,0.8316,0.1913,0.2767,0.897
17:15:22:245,0.8380,0.1882,0.2877,0.906
17:15:22:247,0.8392,0.1852,0.2919,0.908
17:15:22:253,0.8377,0.1818,0.2938,0.906
17:15:22:258,0.8394,0.1750,0.3007,0.909
17:15:22:262,0.8428,0.1657,0.3068,0.912
17:15:22:268,0.8497,0.1620,0.3097,0.919
17:15:22:272,0.8560,0.1552,0.3183,0.926
17:15:22:277,0.8538,0.1444,0.3305,0.927
17:15:22:283,0.8399,0.1358,0.3337,0.914
17:15:22:287,0.8277,0.1290,0.3288,0.900
17:15:22:294,0.8289,0.1173,0.3149,0.894
17:15:22:298,0.8384,0.1021,0.2987,0.896
17:15:22:303,0.8482,0.0967,0.2855,0.900
17:15:22:307,0.8734,0.0914,0.2831,0.923
17:15:22:314,0.9176,0.0830,0.2921,0.967
17:15:22:317,0.9795,0.0789,0.3132,1.031
17:15:22:323,1.0521,0.0782,0.3466,1.110
17:15:22:332,1.1230,0.0828,0.3880,1.191
17:15:22:333,1.1706,0.0992,0.4212,1.248
17:15:22:339,1.1833,0.1268,0.4302,1.266
17:15:22:350,1.1716,0.1586,0.4139,1.253
17:15:22:351,1.1623,0.1852,0.3860,1.239
17:15:22:353,1.1714,0.1992,0.3608,1.242
17:15:22:358,1.1912,0.2060,0.3349,1.254
17:15:22:363,1.2088,0.2128,0.3068,1.265
17:15:22:368,1.2237,0.2221,0.2775,1.274
17:15:22:375,1.2462,0.2234,0.2474,1.290
17:15:22:378,1.2772,0.2194,0.2205,1.315
17:15:22:383,1.3058,0.2168,0.2107,1.340
17:15:22:388,1.3200,0.2150,0.2046,1.353
17:15:22:396,1.3158,0.2133,0.1875,1.346
17:15:22:398,1.2919,0.2133,0.1638,1.320
17:15:22:404,1.2645,0.2104,0.1313,1.289
17:15:22:409,1.2437,0.2040,0.0858,1.263
17:15:22:414,1.2305,0.1945,0.0340,1.246
17:15:22:418,1.2159,0.1901,-0.0203,1.231
17:15:22:423,1.2210,0.1842,-0.0581,1.236
17:15:22:430,1.2537,0.1679,-0.0770,1.267
17:15:22:437,1.2902,0.1405,-0.0757,1.300
17:15:22:438,1.3151,0.1329,-0.0618,1.323
17:15:22:447,1.3371,0.1415,-0.0376,1.345
17:15:22:448,1.3444,0.1498,-0.0171,1.353
17:15:22:453,1.3305,0.1613,-0.0044,1.340
17:15:22:460,1.3158,0.1701,0.0105,1.327
17:15:22:464,1.2982,0.1762,0.0213,1.310
17:15:22:468,1.2958,0.1759,0.0235,1.308
17:15:22:474,1.2999,0.1710,0.0145,1.311
17:15:22:482,1.2970,0.1725,-0.0034,1.308
17:15:22:484,1.2889,0.1784,-0.0237,1.301
17:15:22:489,1.2731,0.1852,-0.0474,1.287
17:15:22:495,1.2474,0.1923,-0.0709,1.264
17:15:22:498,1.2205,0.1989,-0.0804,1.239
17:15:22:503,1.2041,0.1972,-0.0716,1.222
17:15:22:509,1.1992,0.1906,-0.0601,1.216
17:15:22:514,1.2080,0.1857,-0.0523,1.223
17:15:22:519,1.2090,0.1838,-0.0447,1.224
17:15:22:523,1.1899,0.1784,-0.0369,1.204
17:15:22:531,1.1640,0.1669,-0.0198,1.176
17:15:22:534,1.1308,0.1603,-0.0027,1.142
17:15:22:538,1.0956,0.1571,0.0103,1.107
17:15:22:551,1.0760,0.1515,0.0157,1.087
17:15:22:553,1.0663,0.1395,0.0108,1.075
17:15:22:556,1.0455,0.1202,-0.0080,1.052
17:15:22:563,1.0108,0.0999,-0.0332,1.016
17:15:22:564,0.9719,0.0874,-0.0469,0.977
17:15:22:569,0.9343,0.0757,-0.0457,0.938
17:15:22:574,0.9030,0.0610,-0.0381,0.906
17:15:22:579,0.8878,0.0371,-0.0254,0.889
17:15:22:584,0.8868,0.0041,-0.0080,0.887
17:15:22:592,0.8978,-0.0304,0.0069,0.898
17:15:22:597,0.9152,-0.0516,0.0213,0.917
17:15:22:600,0.9269,-0.0599,0.0438,0.930
17:15:22:605,0.9330,-0.0668,0.0699,0.938
17:15:22:619,0.9367,-0.0766,0.0883,0.944
17:15:22:621,0.9401,-0.0868,0.0934,0.949
17:15:22:621,0.9399,-0.0947,0.0817,0.948
17:15:22:624,0.9350,-0.0961,0.0582,0.942
17:15:22:630,0.9211,-0.0888,0.0311,0.926
17:15:22:634,0.9035,-0.0783,0.0152,0.907
17:15:22:640,0.8910,-0.0712,0.0113,0.894
17:15:22:652,0.8815,-0.0643,0.0115,0.884
17:15:22:653,0.8754,-0.0570,0.0152,0.877
17:15:22:656,0.8734,-0.0489,0.0223,0.875
17:15:22:659,0.8705,-0.0367,0.0340,0.872
17:15:22:664,0.8656,-0.0218,0.0516,0.867
17:15:22:670,0.8673,-0.0096,0.0721,0.870
17:15:22:676,0.8754,-0.0020,0.0929,0.880
17:15:22:679,0.8864,0.0016,0.1132,0.894
17:15:22:684,0.8959,0.0058,0.1284,0.905
17:15:22:690,0.9013,0.0136,0.1354,0.911
17:15:22:696,0.9027,0.0227,0.1396,0.914
17:15:22:700,0.9020,0.0310,0.1450,0.914
17:15:22:704,0.9025,0.0386,0.1447,0.915
17:15:22:710,0.9057,0.0454,0.1408,0.918
17:15:22:715,0.9091,0.0483,0.1420,0.921
17:15:22:720,0.9152,0.0476,0.1521,0.929
17:15:22:726,0.9260,0.0439,0.1582,0.940
17:15:22:729,0.9316,0.0408,0.1467,0.944
17:15:22:735,0.9245,0.0410,0.1291,0.934
17:15:22:740,0.9135,0.0427,0.1159,0.922
17:15:22:746,0.9079,0.0351,0.1042,0.914
17:15:22:750,0.9052,0.0234,0.0927,0.910
17:15:22:755,0.8983,0.0188,0.0856,0.903
17:15:22:762,0.8842,0.0129,0.0836,0.888
17:15:22:764,0.8634,0.0073,0.0795,0.867
17:15:22:770,0.8448,0.0046,0.0729,0.848
17:15:22:776,0.8336,0.0104,0.0648,0.836
17:15:22:779,0.8245,0.0124,0.0582,0.827
17:15:22:785,0.8245,0.0124,0.0531,0.826
17:15:22:790,0.8331,0.0131,0.0470,0.834
17:15:22:796,0.8360,0.0166,0.0448,0.837
17:15:22:799,0.8228,0.0273,0.0526,0.825
17:15:22:805,0.8116,0.0310,0.0616,0.814
17:15:22:810,0.8167,0.0315,0.0653,0.820
17:15:22:816,0.8309,0.0300,0.0665,0.834
17:15:22:820,0.8497,0.0258,0.0709,0.853
17:15:22:825,0.8678,0.0232,0.0792,0.872
17:15:22:831,0.8846,0.0268,0.0890,0.890
17:15:22:836,0.8986,0.0266,0.0902,0.903
17:15:22:840,0.9018,0.0271,0.0849,0.906
17:15:22:848,0.8976,0.0332,0.0765,0.901
17:15:22:852,0.8944,0.0430,0.0682,0.898
17:15:22:857,0.8996,0.0459,0.0690,0.903
17:15:22:866,0.9064,0.0371,0.0685,0.910
17:15:22:867,0.9096,0.0315,0.0677,0.913
17:15:22:870,0.9086,0.0324,0.0741,0.912
17:15:22:877,0.9049,0.0332,0.0841,0.909
17:15:22:881,0.8978,0.0305,0.0941,0.903
17:15:22:885,0.8942,0.0227,0.0990,0.900
17:15:22:891,0.8988,0.0097,0.0944,0.904
17:15:22:897,0.9076,-0.0045,0.0841,0.912
17:15:22:900,0.9147,-0.0140,0.0739,0.918
17:15:22:906,0.9223,-0.0218,0.0614,0.925
17:15:22:910,0.9262,-0.0277,0.0457,0.928
17:15:22:916,0.9206,-0.0306,0.0350,0.922
17:15:22:920,0.9098,-0.0299,0.0362,0.911
17:15:22:926,0.9018,-0.0277,0.0426,0.903
17:15:22:930,0.8978,-0.0265,0.0460,0.899
17:15:22:937,0.8976,-0.0284,0.0523,0.900
17:15:22:941,0.8983,-0.0375,0.0633,0.901
17:15:22:948,0.9018,-0.0445,0.0768,0.906
17:15:22:951,0.9074,-0.0453,0.0873,0.913
17:15:22:956,0.9101,-0.0441,0.0941,0.916
17:15:22:966,0.9093,-0.0453,0.0968,0.916
17:15:22:967,0.9059,-0.0480,0.0897,0.912
17:15:22:970,0.9020,-0.0480,0.0741,0.906
17:15:22:977,0.8912,-0.0445,0.0594,0.894
17:15:22:980,0.8798,-0.0448,0.0497,0.882
17:15:22:985,0.8749,-0.0494,0.0428,0.877
17:15:22:991,0.8754,-0.0521,0.0365,0.878
17:15:22:997,0.8771,-0.0514,0.0343,0.879
17:15:23:001,0.8690,-0.0492,0.0374,0.871
17:15:23:005,0.8546,-0.0448,0.0413,0.857
17:15:23:012,0.8433,-0.0387,0.0450,0.845
17:15:23:017,0.8333,-0.0326,0.0594,0.836
17:15:23:020,0.8277,-0.0272,0.0878,0.833
17:15:23:030,0.8331,-0.0218,0.1191,0.842
17:15:23:032,0.8477,-0.0167,0.1450,0.860
17:15:23:037,0.8631,-0.0108,0.1616,0.878
17:15:23:040,0.8788,-0.0020,0.1682,0.895
17:15:23:046,0.8981,0.0060,0.1692,0.914
17:15:23:052,0.9176,0.0107,0.1721,0.934
17:15:23:058,0.9355,0.0168,0.1748,0.952
17:15:23:061,0.9594,0.0210,0.1741,0.975
17:15:23:066,0.9900,0.0205,0.1714,1.005
17:15:23:070,1.0259,0.0190,0.1719,1.040
17:15:23:077,1.0594,0.0175,0.1812,1.075
17:15:23:081,1.0795,0.0232,0.1946,1.097
17:15:23:086,1.0902,0.0271,0.2132,1.111
17:15:23:095,1.0924,0.0317,0.2256,1.116
17:15:23:097,1.0954,0.0334,0.2278,1.119
17:15:23:101,1.0993,0.0332,0.2195,1.121
17:15:23:107,1.1007,0.0332,0.2058,1.120
17:15:23:113,1.1071,0.0327,0.1887,1.124
17:15:23:118,1.1323,0.0305,0.1728,1.146
17:15:23:121,1.1645,0.0346,0.1570,1.176
17:15:23:130,1.1939,0.0408,0.1440,1.203
17:15:23:131,1.2139,0.0513,0.1330,1.222
17:15:23:137,1.2207,0.0637,0.1237,1.229
17:15:23:141,1.2327,0.0735,0.1051,1.239
17:15:23:147,1.2596,0.0755,0.0856,1.265
17:15:23:151,1.3031,0.0647,0.0829,1.307
17:15:23:157,1.3508,0.0510,0.0875,1.355
17:15:23:161,1.3894,0.0452,0.1020,1.394
17:15:23:167,1.4219,0.0461,0.1015,1.426
17:15:23:171,1.4319,0.0405,0.0907,1.435
17:15:23:178,1.4273,0.0359,0.0704,1.429
17:15:23:181,1.4141,0.0342,0.0435,1.415
17:15:23:187,1.3994,0.0346,0.0118,1.400
17:15:23:191,1.3855,0.0376,-0.0156,1.386
17:15:23:199,1.3796,0.0412,-0.0303,1.381
17:15:23:201,1.3906,0.0476,-0.0332,1.392
17:15:23:207,1.4090,0.0601,-0.0295,1.411
17:15:23:211,1.4183,0.0720,-0.0212,1.420
17:15:23:218,1.4202,0.0786,-0.0185,1.423
17:15:23:225,1.4180,0.0784,-0.0354,1.421
17:15:23:231,1.4126,0.0774,-0.0691,1.416
17:15:23:236,1.4009,0.0791,-0.1124,1.408
17:15:23:237,1.3794,0.0767,-0.1598,1.391
17:15:23:249,1.3481,0.0645,-0.2011,1.365
17:15:23:250,1.3173,0.0503,-0.2319,1.339
17:15:23:252,1.2809,0.0439,-0.2537,1.306
17:15:23:258,1.2276,0.0393,-0.2517,1.254
17:15:23:261,1.1753,0.0280,-0.2327,1.198
17:15:23:267,1.1254,0.0180,-0.2183,1.147
17:15:23:271,1.0741,0.0092,-0.2146,1.095
17:15:23:278,1.0198,-0.0027,-0.2097,1.041
17:15:23:281,0.9678,-0.0123,-0.2014,0.989
17:15:23:287,0.9238,-0.0162,-0.1921,0.944
17:15:23:292,0.8866,-0.0145,-0.1779,0.904
17:15:23:297,0.8514,-0.0084,-0.1562,0.866
17:15:23:302,0.8172,-0.0010,-0.1241,0.827
17:15:23:307,0.7869,0.0102,-0.0897,0.792
17:15:23:312,0.7590,0.0280,-0.0577,0.762
17:15:23:317,0.7314,0.0522,-0.0337,0.734
17:15:23:323,0.7126,0.0742,-0.0220,0.717
17:15:23:329,0.7069,0.0904,-0.0058,0.713
17:15:23:332,0.7109,0.1021,0.0247,0.719
17:15:23:340,0.7165,0.1114,0.0604,0.728
17:15:23:342,0.7277,0.1224,0.0914,0.744
17:15:23:350,0.7439,0.1368,0.1127,0.765
17:15:23:352,0.7622,0.1500,0.1254,0.787
17:15:23:358,0.7839,0.1593,0.1328,0.811
17:15:23:362,0.8182,0.1576,0.1342,0.844
17:15:23:368,0.8622,0.1405,0.1288,0.883
17:15:23:373,0.8876,0.1446,0.1210,0.907
17:15:23:380,0.9040,0.1591,0.1264,0.927
17:15:23:382,0.9304,0.1578,0.1281,0.952
17:15:23:387,0.9658,0.1464,0.1271,0.985
17:15:23:394,1.0015,0.1312,0.1252,1.018
17:15:23:398,1.0367,0.1151,0.1264,1.051
17:15:23:402,1.0690,0.1002,0.1298,1.081
17:15:23:407,1.0963,0.0862,0.1335,1.108
17:15:23:413,1.1156,0.0745,0.1384,1.127
17:15:23:418,1.1288,0.0562,0.1401,1.139
17:15:23:423,1.1369,0.0302,0.1323,1.145
17:15:23:429,1.1354,0.0043,0.1188,1.142
17:15:23:436,1.1274,-0.0184,0.1078,1.133
17:15:23:438,1.1156,-0.0397,0.0951,1.120
17:15:23:447,1.0993,-0.0585,0.0795,1.104
17:15:23:448,1.0738,-0.0727,0.0646,1.078
17:15:23:452,1.0448,-0.0846,0.0492,1.049
17:15:23:460,1.0120,-0.0951,0.0352,1.017
17:15:23:463,0.9709,-0.1030,0.0208,0.977
17:15:23:468,0.9277,-0.1079,0.0013,0.934
17:15:23:473,0.8824,-0.1093,-0.0254,0.890
17:15:23:479,0.8367,-0.1076,-0.0484,0.845
17:15:23:483,0.8018,-0.1074,-0.0596,0.811
17:15:23:488,0.7815,-0.1110,-0.0623,0.792
17:15:23:493,0.7651,-0.1127,-0.0635,0.776
17:15:23:498,0.7382,-0.1025,-0.0652,0.748
17:15:23:503,0.7021,-0.0812,-0.0699,0.710
17:15:23:509,0.6717,-0.0604,-0.0735,0.678
17:15:23:514,0.6627,-0.0438,-0.0679,0.668
17:15:23:520,0.6634,-0.0318,-0.0555,0.667
17:15:23:523,0.6644,-0.0221,-0.0376,0.666
17:15:23:528,0.6695,-0.0123,-0.0185,0.670
17:15:23:533,0.6871,0.0024,-0.0058,0.687
17:15:23:539,0.7162,0.0246,0.0079,0.717
17:15:23:547,0.7441,0.0525,0.0328,0.747
17:15:23:548,0.7683,0.0811,0.0695,0.776
17:15:23:553,0.7891,0.1063,0.1078,0.803
17:15:23:565,0.8062,0.1295,0.1330,0.827
17:15:23:566,0.8164,0.1505,0.1494,0.844
17:15:23:568,0.8101,0.1703,0.1672,0.845
17:15:23:574,0.7940,0.1904,0.1836,0.837
17:15:23:579,0.7793,0.2062,0.1912,0.828
17:15:23:583,0.7744,0.2163,0.1838,0.825
17:15:23:588,0.7710,0.2248,0.1662,0.820
17:15:23:594,0.7649,0.2304,0.1462,0.812
17:15:23:599,0.7615,0.2312,0.1359,0.807
17:15:23:603,0.7561,0.2253,0.1325,0.800
17:15:23:609,0.7534,0.2131,0.1276,0.793
17:15:23:613,0.7597,0.1999,0.1108,0.793
17:15:23:619,0.7754,0.1913,0.0924,0.804
17:15:23:624,0.7876,0.1879,0.0812,0.814
17:15:23:629,0.7930,0.1794,0.0805,0.817
17:15:23:633,0.8003,0.1644,0.0900,0.822
17:15:23:639,0.8098,0.1503,0.1056,0.830
17:15:23:647,0.8130,0.1402,0.1169,0.833
17:15:23:648,0.8145,0.1336,0.1254,0.835
17:15:23:653,0.8245,0.1234,0.1369,0.845
17:15:23:665,0.8340,0.1165,0.1315,0.852
17:15:23:666,0.8443,0.1107,0.1222,0.860
17:15:23:669,0.8575,0.1036,0.1108,0.871
17:15:23:674,0.8582,0.1041,0.0934,0.870
17:15:23:679,0.8441,0.1109,0.0778,0.855
17:15:23:684,0.8333,0.1112,0.0670,0.843
17:15:23:689,0.8387,0.1028,0.0611,0.847
17:15:23:694,0.8507,0.0894,0.0558,0.857
17:15:23:700,0.8582,0.0830,0.0506,0.864
17:15:23:704,0.8692,0.0828,0.0553,0.875
17:15:23:710,0.8790,0.0808,0.0648,0.885
17:15:23:713,0.8903,0.0830,0.0726,0.897
17:15:23:720,0.9040,0.0887,0.0819,0.912
17:15:23:723,0.9125,0.0911,0.0946,0.922
17:15:23:729,0.9169,0.0962,0.1088,0.928
17:15:23:734,0.9189,0.1036,0.1227,0.933
17:15:23:739,0.9216,0.1094,0.1386,0.938
17:15:23:746,0.9223,0.1163,0.1596,0.943
17:15:23:749,0.9252,0.1266,0.1856,0.952
17:15:23:753,0.9379,0.1368,0.2102,0.971
17:15:23:763,0.9570,0.1442,0.2325,0.995
17:15:23:764,0.9790,0.1483,0.2501,1.021
17:15:23:768,1.0100,0.1486,0.2648,1.055
17:15:23:777,1.0484,0.1439,0.2802,1.095
17:15:23:780,1.0826,0.1390,0.2968,1.131
17:15:23:784,1.1130,0.1371,0.3178,1.166
17:15:23:789,1.1486,0.1334,0.3354,1.204
17:15:23:794,1.1875,0.1248,0.3422,1.242
17:15:23:800,1.2185,0.1195,0.3349,1.269
17:15:23:804,1.2481,0.1190,0.3278,1.296
17:15:23:810,1.2684,0.1178,0.3178,1.313
17:15:23:814,1.2667,0.1153,0.2992,1.307
17:15:23:820,1.2440,0.1165,0.2745,1.279
17:15:23:824,1.2171,0.1200,0.2384,1.246
17:15:23:830,1.1978,0.1229,0.1902,1.219
17:15:23:835,1.1819,0.1273,0.1288,1.196
17:15:23:839,1.1736,0.1322,0.0638,1.183
