time,gFx,gFy,gFz,TgF
17:09:07:477,0.8240,0.0632,0.5737,1.006
17:09:07:478,0.8184,0.0708,0.5835,1.008
17:09:07:483,0.8201,0.0742,0.6141,1.027
17:09:07:486,0.8208,0.0733,0.6375,1.042
17:09:07:491,0.8174,0.0740,0.6202,1.029
17:09:07:498,0.8147,0.0796,0.5688,0.997
17:09:07:502,0.8147,0.0860,0.5214,0.971
17:09:07:506,0.8138,0.0870,0.5060,0.962
17:09:07:511,0.8116,0.0850,0.5217,0.968
17:09:07:517,0.8118,0.0791,0.5473,0.982
17:09:07:522,0.8150,0.0716,0.5681,0.996
17:09:07:526,0.8162,0.0667,0.5793,1.003
17:09:07:538,0.8167,0.0650,0.5791,1.003
17:09:07:539,0.8155,0.0650,0.5698,0.997
17:09:07:542,0.8157,0.0645,0.5576,0.990
17:09:07:547,0.8182,0.0630,0.5478,0.987
17:09:07:552,0.8218,0.0610,0.5456,0.988
17:09:07:557,0.8223,0.0606,0.5473,0.990
17:09:07:562,0.8206,0.0613,0.5537,0.992
17:09:07:569,0.8226,0.0628,0.5630,0.999
17:09:07:571,0.8257,0.0620,0.5674,1.004
17:09:07:576,0.8265,0.0630,0.5632,1.002
17:09:07:582,0.8245,0.0657,0.5517,0.994
17:09:07:587,0.8230,0.0684,0.5417,0.988
17:09:07:592,0.8233,0.0694,0.5373,0.986
17:09:07:598,0.8245,0.0701,0.5368,0.986
17:09:07:603,0.8245,0.0703,0.5400,0.988
17:09:07:607,0.8235,0.0701,0.5476,0.991
17:09:07:612,0.8216,0.0698,0.5578,0.996
17:09:07:617,0.8189,0.0701,0.5657,0.998
17:09:07:622,0.8169,0.0708,0.5681,0.998
17:09:07:627,0.8194,0.0713,0.5639,0.997
17:09:07:633,0.8255,0.0711,0.5544,0.997
17:09:07:637,0.8289,0.0728,0.5466,0.996
17:09:07:642,0.8272,0.0745,0.5441,0.993
17:09:07:649,0.8216,0.0767,0.5451,0.989
17:09:07:653,0.8184,0.0767,0.5476,0.988
17:09:07:657,0.8160,0.0750,0.5507,0.987
17:09:07:664,0.8116,0.0723,0.5532,0.985
17:09:07:668,0.8057,0.0713,0.5559,0.981
17:09:07:672,0.8003,0.0735,0.5561,0.977
17:09:07:677,0.7988,0.0752,0.5551,0.976
17:09:07:684,0.8008,0.0750,0.5564,0.978
17:09:07:688,0.8084,0.0725,0.5549,0.983
17:09:07:692,0.8145,0.0698,0.5485,0.984
17:09:07:698,0.8169,0.0691,0.5417,0.983
17:09:07:703,0.8204,0.0701,0.5368,0.983
17:09:07:708,0.8240,0.0720,0.5390,0.987
17:09:07:717,0.8287,0.0738,0.5456,0.995
17:09:07:718,0.8321,0.0745,0.5566,1.004
17:09:07:722,0.8360,0.0745,0.5701,1.015
17:09:07:727,0.8448,0.0735,0.5793,1.027
17:09:07:733,0.8543,0.0730,0.5801,1.035
17:09:07:738,0.8614,0.0720,0.5757,1.039
17:09:07:743,0.8636,0.0730,0.5727,1.039
17:09:07:748,0.8595,0.0757,0.5720,1.035
17:09:07:753,0.8514,0.0796,0.5674,1.026
17:09:07:757,0.8438,0.0828,0.5586,1.015
17:09:07:764,0.8355,0.0826,0.5483,1.003
17:09:07:768,0.8299,0.0816,0.5388,0.993
17:09:07:772,0.8301,0.0789,0.5334,0.990
17:09:07:778,0.8299,0.0767,0.5461,0.996
17:09:07:783,0.8238,0.0762,0.5615,1.000
17:09:07:787,0.8191,0.0752,0.5774,1.005
17:09:07:794,0.8191,0.0752,0.5808,1.007
17:09:07:798,0.8191,0.0730,0.5720,1.002
17:09:07:804,0.8184,0.0706,0.5593,0.994
17:09:07:808,0.8174,0.0686,0.5483,0.987
17:09:07:814,0.8167,0.0689,0.5415,0.982
17:09:07:819,0.8135,0.0701,0.5378,0.978
17:09:07:824,0.8098,0.0738,0.5415,0.977
17:09:07:828,0.8106,0.0681,0.5388,0.976
17:09:07:833,0.8113,0.0618,0.5334,0.973
17:09:07:838,0.8108,0.0625,0.5305,0.971
17:09:07:843,0.8106,0.0657,0.5334,0.973
17:09:07:855,0.8120,0.0676,0.5402,0.978
17:09:07:857,0.8138,0.0659,0.5441,0.981
17:09:07:858,0.8140,0.0630,0.5456,0.982
17:09:07:863,0.8076,0.0635,0.5471,0.978
17:09:07:868,0.8003,0.0659,0.5493,0.973
17:09:07:873,0.7988,0.0664,0.5481,0.971
17:09:07:878,0.7991,0.0659,0.5446,0.969
17:09:07:884,0.7986,0.0662,0.5373,0.965
17:09:07:888,0.8003,0.0664,0.5336,0.964
17:09:07:893,0.8047,0.0650,0.5351,0.969
17:09:07:898,0.8094,0.0618,0.5432,0.977
17:09:07:904,0.8133,0.0584,0.5507,0.984
17:09:07:908,0.8120,0.0559,0.5576,0.987
17:09:07:914,0.8091,0.0552,0.5627,0.987
17:09:07:920,0.8091,0.0530,0.5630,0.987
17:09:07:924,0.8140,0.0496,0.5593,0.989
17:09:07:929,0.8213,0.0456,0.5588,0.994
17:09:07:934,0.8257,0.0427,0.5635,1.001
17:09:07:938,0.8267,0.0390,0.5727,1.006
17:09:07:944,0.8287,0.0359,0.5823,1.013
17:09:07:955,0.8311,0.0324,0.5862,1.018
17:09:07:957,0.8292,0.0305,0.5916,1.019
17:09:07:959,0.8252,0.0283,0.5987,1.020
17:09:07:964,0.8216,0.0268,0.6018,1.019
17:09:07:969,0.8189,0.0285,0.5950,1.013
17:09:07:973,0.8186,0.0295,0.5840,1.006
17:09:07:979,0.8189,0.0295,0.5771,1.002
17:09:07:984,0.8184,0.0271,0.5764,1.001
17:09:07:988,0.8172,0.0234,0.5803,1.003
17:09:07:994,0.8145,0.0207,0.5825,1.002
17:09:07:998,0.8081,0.0224,0.5842,0.997
17:09:08:004,0.7998,0.0266,0.5864,0.992
17:09:08:008,0.7952,0.0285,0.5908,0.991
17:09:08:014,0.7930,0.0271,0.5967,0.993
17:09:08:019,0.7881,0.0258,0.6043,0.993
17:09:08:024,0.7842,0.0268,0.6084,0.993
17:09:08:029,0.7808,0.0307,0.6035,0.987
17:09:08:034,0.7759,0.0351,0.5918,0.976
17:09:08:039,0.7720,0.0381,0.5774,0.965
17:09:08:044,0.7683,0.0395,0.5588,0.951
17:09:08:061,0.7632,0.0422,0.5412,0.937
17:09:08:063,0.7610,0.0437,0.5319,0.929
17:09:08:064,0.7644,0.0403,0.5280,0.930
17:09:08:065,0.7671,0.0324,0.5287,0.932
17:09:08:069,0.7734,0.0258,0.5422,0.945
