time,gFx,gFy,gFz,TgF
17:07:55:221,1.0042,0.0439,0.0017,1.005
17:07:55:224,1.0118,0.0471,0.0140,1.013
17:07:55:228,1.0044,0.0662,-0.0075,1.007
17:07:55:233,0.9932,0.0828,-0.0207,0.997
17:07:55:238,0.9893,0.0882,-0.0068,0.993
17:07:55:245,0.9927,0.0872,0.0225,0.997
17:07:55:249,0.9956,0.0867,0.0614,1.001
17:07:55:252,0.9995,0.0892,0.1027,1.009
17:07:55:258,0.9993,0.0916,0.1213,1.011
17:07:55:263,0.9915,0.0940,0.1076,1.002
17:07:55:268,0.9829,0.0948,0.0812,0.991
17:07:55:273,0.9785,0.0916,0.0589,0.985
17:07:55:279,0.9734,0.0874,0.0438,0.978
17:07:55:283,0.9670,0.0818,0.0303,0.971
17:07:55:288,0.9616,0.0764,0.0203,0.965
17:07:55:293,0.9590,0.0767,0.0189,0.962
17:07:55:298,0.9592,0.0696,0.0159,0.962
17:07:55:303,0.9624,0.0586,0.0123,0.964
17:07:55:310,0.9648,0.0588,0.0086,0.967
17:07:55:314,0.9629,0.0642,0.0049,0.965
17:07:55:318,0.9602,0.0716,0.0049,0.963
17:07:55:323,0.9648,0.0606,0.0066,0.967
17:07:55:329,0.9761,0.0469,0.0086,0.977
17:07:55:334,0.9846,0.0500,0.0049,0.986
17:07:55:338,0.9834,0.0598,-0.0078,0.985
17:07:55:344,0.9785,0.0730,-0.0222,0.981
17:07:55:349,0.9780,0.0745,-0.0317,0.981
17:07:55:353,0.9810,0.0500,-0.0317,0.983
17:07:55:362,0.9819,0.0496,-0.0198,0.983
17:07:55:364,0.9736,0.0789,-0.0097,0.977
17:07:55:369,0.9778,0.0835,-0.0132,0.981
17:07:55:373,0.9868,0.0674,-0.0266,0.989
17:07:55:378,0.9983,0.0630,-0.0440,1.001
17:07:55:386,1.0091,0.0684,-0.0638,1.013
17:07:55:389,1.0130,0.0767,-0.0760,1.019
17:07:55:393,1.0105,0.0830,-0.0755,1.017
17:07:55:399,1.0042,0.0892,-0.0662,1.010
17:07:55:403,0.9907,0.0943,-0.0508,0.997
17:07:55:410,0.9817,0.0948,-0.0376,0.987
17:07:55:414,0.9822,0.0906,-0.0317,0.987
17:07:55:418,0.9814,0.0874,-0.0286,0.986
17:07:55:423,0.9739,0.0870,-0.0234,0.978
17:07:55:429,0.9604,0.0889,-0.0127,0.965
17:07:55:433,0.9448,0.0901,0.0035,0.949
17:07:55:439,0.9350,0.0894,0.0174,0.939
17:07:55:444,0.9370,0.0828,0.0259,0.941
17:07:55:449,0.9426,0.0794,0.0257,0.946
17:07:55:456,0.9492,0.0789,0.0154,0.953
17:07:55:466,0.9558,0.0774,-0.0019,0.959
17:07:55:467,0.9626,0.0777,-0.0190,0.966
17:07:55:469,0.9668,0.0791,-0.0261,0.970
17:07:55:473,0.9685,0.0808,-0.0229,0.972
17:07:55:480,0.9753,0.0774,-0.0168,0.979
17:07:55:484,0.9839,0.0750,-0.0127,0.987
17:07:55:489,0.9885,0.0762,-0.0110,0.992
17:07:55:495,0.9910,0.0764,-0.0154,0.994
17:07:55:499,0.9895,0.0769,-0.0317,0.993
17:07:55:504,0.9856,0.0728,-0.0479,0.989
17:07:55:509,0.9685,0.0752,-0.0474,0.973
17:07:55:514,0.9484,0.0740,-0.0344,0.952
17:07:55:519,0.9436,0.0698,-0.0325,0.947
17:07:55:524,0.9582,0.0645,-0.0469,0.962
17:07:55:530,0.9719,0.0637,-0.0645,0.976
17:07:55:534,0.9748,0.0676,-0.0753,0.980
17:07:55:539,0.9680,0.0703,-0.0731,0.973
17:07:55:544,0.9509,0.0750,-0.0608,0.956
17:07:55:549,0.9365,0.0821,-0.0491,0.941
17:07:55:554,0.9274,0.0899,-0.0452,0.933
17:07:55:561,0.9262,0.0967,-0.0535,0.933
17:07:55:565,0.9304,0.1019,-0.0701,0.939
17:07:55:570,0.9323,0.1063,-0.0853,0.942
17:07:55:575,0.9311,0.1119,-0.0887,0.942
17:07:55:580,0.9282,0.1187,-0.0814,0.939
17:07:55:585,0.9174,0.1295,-0.0753,0.930
17:07:55:590,0.9081,0.1432,-0.0699,0.922
17:07:55:594,0.9076,0.1542,-0.0606,0.923
17:07:55:599,0.9049,0.1627,-0.0564,0.921
17:07:55:604,0.8993,0.1693,-0.0625,0.917
17:07:55:610,0.8983,0.1713,-0.0750,0.918
17:07:55:614,0.9030,0.1708,-0.0875,0.923
17:07:55:619,0.9103,0.1693,-0.0948,0.931
17:07:55:624,0.9181,0.1679,-0.0958,0.938
17:07:55:631,0.9240,0.1674,-0.0970,0.944
17:07:55:635,0.9304,0.1662,-0.0990,0.950
17:07:55:639,0.9301,0.1659,-0.1036,0.950
17:07:55:646,0.9238,0.1620,-0.1087,0.944
17:07:55:650,0.9147,0.1574,-0.1085,0.934
17:07:55:655,0.9093,0.1522,-0.1017,0.928
17:07:55:661,0.9044,0.1476,-0.0973,0.922
17:07:55:665,0.9022,0.1437,-0.0936,0.918
17:07:55:670,0.8971,0.1461,-0.0870,0.913
17:07:55:676,0.9032,0.1456,-0.0704,0.918
17:07:55:680,0.9181,0.1334,-0.0396,0.929
17:07:55:684,0.9176,0.1256,-0.0068,0.926
17:07:55:690,0.9000,0.1246,0.0223,0.909
17:07:55:694,0.8727,0.1305,0.0428,0.883
17:07:55:700,0.8497,0.1400,0.0528,0.863
17:07:55:704,0.8296,0.1552,0.0418,0.845
17:07:55:711,0.8096,0.1786,0.0064,0.829
17:07:55:714,0.7949,0.2065,-0.0383,0.822
17:07:55:720,0.7891,0.2348,-0.0845,0.828
17:07:55:725,0.8042,0.2576,-0.1361,0.855
17:07:55:731,0.8282,0.2703,-0.2007,0.894
17:07:55:735,0.8494,0.2715,-0.2561,0.928
17:07:55:740,0.8744,0.2625,-0.2840,0.956
17:07:55:745,0.8969,0.2473,-0.3036,0.979
17:07:55:751,0.9206,0.2312,-0.3275,1.004
17:07:55:755,0.9524,0.2141,-0.3361,1.032
17:07:55:770,0.9753,0.1982,-0.3363,1.051
17:07:55:771,0.9978,0.1957,-0.3957,1.091
17:07:55:771,1.0176,0.2116,-0.4270,1.124
17:07:55:775,1.0259,0.2280,-0.4138,1.129
17:07:55:780,1.0132,0.2441,-0.3840,1.111
17:07:55:785,0.9893,0.2581,-0.3500,1.081
17:07:55:792,0.9712,0.2593,-0.3124,1.053
17:07:55:795,0.9555,0.2520,-0.2710,1.025
17:07:55:800,0.9260,0.2490,-0.2405,0.989
17:07:55:805,0.9091,0.2454,-0.2060,0.964
17:07:55:811,0.8939,0.2439,-0.1716,0.942
17:07:55:819,0.8614,0.2561,-0.1603,0.913
17:07:55:821,0.8358,0.2823,-0.1923,0.903
17:07:55:826,0.8282,0.3013,-0.2473,0.915
17:07:55:831,0.8211,0.3030,-0.3006,0.925
17:07:55:835,0.8160,0.2977,-0.3427,0.934
17:07:55:841,0.8521,0.2810,-0.3715,0.971
17:07:55:845,0.9147,0.2522,-0.4001,1.030
17:07:55:852,0.9658,0.2268,-0.4382,1.085
17:07:55:855,0.9880,0.2194,-0.4769,1.119
17:07:55:870,1.0140,0.2121,-0.5008,1.151
17:07:55:871,1.0440,0.2060,-0.5140,1.182
17:07:55:872,1.0604,0.2023,-0.5275,1.201
17:07:55:875,1.0712,0.1962,-0.5365,1.214
17:07:55:882,1.0978,0.1823,-0.5414,1.238
17:07:55:885,1.1174,0.1681,-0.5429,1.254
17:07:55:892,1.1215,0.1556,-0.5387,1.254
17:07:55:895,1.1159,0.1402,-0.5272,1.242
17:07:55:901,1.0985,0.1248,-0.5079,1.217
17:07:55:905,1.0609,0.1138,-0.4783,1.169
17:07:55:911,1.0186,0.1048,-0.4358,1.113
17:07:55:915,0.9863,0.0918,-0.3974,1.067
17:07:55:920,0.9619,0.0804,-0.3766,1.036
17:07:55:927,0.9506,0.0725,-0.3705,1.023
17:07:55:931,0.9326,0.0718,-0.3725,1.007
17:07:55:936,0.9071,0.0728,-0.3793,0.986
17:07:55:943,0.9005,0.0852,-0.3920,0.986
17:07:55:946,0.9008,0.1072,-0.4111,0.996
17:07:55:954,0.9022,0.1288,-0.4292,1.007
17:07:55:956,0.9110,0.1473,-0.4529,1.028
17:07:55:961,0.8930,0.1527,-0.4759,1.023
17:07:55:966,0.8820,0.1537,-0.4710,1.012
17:07:55:971,0.8846,0.1605,-0.4639,1.012
17:07:55:988,0.8675,0.1676,-0.4607,0.996
17:07:55:990,0.8546,0.1798,-0.4466,0.981
17:07:55:992,0.8563,0.1960,-0.4285,0.977
17:07:55:992,0.8585,0.2106,-0.4045,0.972
17:07:55:997,0.8648,0.2241,-0.3784,0.970
17:07:56:005,0.8673,0.2341,-0.3520,0.965
17:07:56:006,0.8680,0.2378,-0.3265,0.957
17:07:56:012,0.8604,0.2402,-0.3038,0.944
17:07:56:016,0.8468,0.2436,-0.2864,0.927
17:07:56:021,0.8340,0.2461,-0.2708,0.911
17:07:56:026,0.8343,0.2412,-0.2559,0.905
17:07:56:032,0.8343,0.2285,-0.2439,0.899
17:07:56:036,0.8389,0.2207,-0.2324,0.898
17:07:56:041,0.8551,0.2221,-0.2329,0.914
17:07:56:047,0.8724,0.2326,-0.2522,0.937
17:07:56:052,0.8629,0.2517,-0.2864,0.943
17:07:56:056,0.8372,0.2749,-0.3280,0.940
17:07:56:061,0.8162,0.2942,-0.3713,0.944
17:07:56:066,0.8069,0.3067,-0.4170,0.959
17:07:56:071,0.8059,0.3118,-0.4683,0.983
17:07:56:078,0.7993,0.3160,-0.5133,1.001
17:07:56:081,0.7920,0.3238,-0.5414,1.013
17:07:56:086,0.8010,0.3282,-0.5544,1.028
17:07:56:092,0.8160,0.3270,-0.5614,1.043
17:07:56:096,0.8240,0.3263,-0.5544,1.045
17:07:56:101,0.8360,0.3236,-0.5302,1.041
17:07:56:106,0.8331,0.3184,-0.4910,1.018
17:07:56:114,0.8245,0.3160,-0.4351,0.984
