time,gFx,gFy,gFz,TgF
15:37:23:920,0.9829,0.0447,0.0404,0.985
15:37:23:924,0.9841,0.0461,0.0545,0.987
15:37:23:929,0.9810,0.0488,0.0563,0.984
15:37:23:935,0.9739,0.0493,0.0477,0.976
15:37:23:939,0.9692,0.0476,0.0411,0.971
15:37:23:944,0.9700,0.0456,0.0413,0.972
15:37:23:949,0.9729,0.0469,0.0494,0.975
15:37:23:954,0.9792,0.0498,0.0626,0.983
15:37:23:958,0.9876,0.0513,0.0758,0.992
15:37:23:964,0.9956,0.0515,0.0827,1.000
15:37:23:968,1.0039,0.0491,0.0790,1.008
15:37:23:974,1.0113,0.0459,0.0714,1.015
15:37:23:987,1.0169,0.0456,0.0734,1.021
15:37:23:988,1.0186,0.0491,0.0814,1.023
15:37:23:988,1.0137,0.0542,0.0870,1.019
15:37:23:994,1.0049,0.0586,0.0900,1.011
15:37:23:999,0.9939,0.0628,0.0853,1.000
15:37:24:004,0.9866,0.0647,0.0721,0.991
15:37:24:009,0.9844,0.0620,0.0621,0.988
15:37:24:016,0.9807,0.0586,0.0587,0.984
15:37:24:019,0.9734,0.0576,0.0602,0.977
15:37:24:024,0.9626,0.0566,0.0682,0.967
15:37:24:028,0.9511,0.0571,0.0824,0.956
15:37:24:034,0.9450,0.0608,0.0924,0.951
15:37:24:039,0.9465,0.0654,0.0934,0.953
15:37:24:044,0.9546,0.0652,0.0902,0.961
15:37:24:049,0.9621,0.0591,0.0873,0.968
15:37:24:054,0.9648,0.0542,0.0834,0.970
15:37:24:059,0.9656,0.0542,0.0814,0.970
15:37:24:066,0.9682,0.0544,0.0814,0.973
15:37:24:069,0.9739,0.0547,0.0834,0.979
15:37:24:074,0.9778,0.0574,0.0888,0.983
15:37:24:088,0.9778,0.0591,0.0927,0.984
15:37:24:089,0.9778,0.0586,0.0985,0.984
15:37:24:090,0.9790,0.0564,0.1046,0.986
15:37:24:096,0.9785,0.0557,0.1049,0.986
15:37:24:100,0.9739,0.0564,0.1007,0.981
15:37:24:104,0.9687,0.0562,0.0951,0.975
15:37:24:109,0.9660,0.0532,0.0905,0.972
15:37:24:116,0.9609,0.0481,0.0907,0.966
15:37:24:119,0.9519,0.0488,0.1027,0.959
15:37:24:124,0.9563,0.0540,0.1120,0.964
15:37:24:129,0.9724,0.0564,0.1137,0.981
15:37:24:135,0.9829,0.0549,0.1122,0.991
15:37:24:139,0.9827,0.0520,0.1090,0.990
15:37:24:145,0.9763,0.0496,0.1022,0.983
15:37:24:149,0.9712,0.0488,0.0934,0.977
15:37:24:155,0.9707,0.0481,0.0922,0.976
15:37:24:159,0.9761,0.0478,0.0988,0.982
15:37:24:164,0.9849,0.0483,0.1078,0.992
15:37:24:170,0.9920,0.0510,0.1142,1.000
15:37:24:175,0.9959,0.0532,0.1147,1.004
15:37:24:186,0.9964,0.0537,0.1132,1.004
15:37:24:187,0.9968,0.0530,0.1137,1.005
15:37:24:189,0.9993,0.0498,0.1176,1.007
15:37:24:195,1.0042,0.0500,0.1198,1.013
15:37:24:199,1.0049,0.0525,0.1154,1.013
15:37:24:204,1.0056,0.0540,0.1122,1.013
15:37:24:209,1.0034,0.0549,0.1130,1.011
15:37:24:215,1.0000,0.0547,0.1147,1.008
15:37:24:219,0.9964,0.0540,0.1154,1.004
15:37:24:224,0.9924,0.0554,0.1159,1.001
15:37:24:231,0.9922,0.0569,0.1144,1.000
15:37:24:235,0.9937,0.0576,0.1115,1.002
15:37:24:239,0.9951,0.0562,0.1132,1.003
15:37:24:245,0.9920,0.0549,0.1181,1.000
15:37:24:250,0.9861,0.0557,0.1235,0.995
15:37:24:255,0.9819,0.0596,0.1249,0.992
15:37:24:260,0.9792,0.0623,0.1203,0.989
15:37:24:265,0.9778,0.0623,0.1127,0.986
15:37:24:270,0.9797,0.0588,0.1088,0.988
15:37:24:275,0.9814,0.0574,0.1090,0.989
15:37:24:289,0.9800,0.0588,0.1068,0.988
15:37:24:290,0.9792,0.0610,0.1007,0.986
15:37:24:291,0.9822,0.0625,0.0951,0.989
15:37:24:296,0.9851,0.0610,0.0956,0.992
15:37:24:300,0.9883,0.0584,0.1029,0.995
15:37:24:306,0.9893,0.0557,0.1147,0.997
15:37:24:310,0.9873,0.0535,0.1222,0.996
15:37:24:316,0.9856,0.0566,0.1286,0.996
15:37:24:320,0.9834,0.0642,0.1330,0.994
15:37:24:325,0.9790,0.0689,0.1325,0.990
15:37:24:330,0.9736,0.0708,0.1296,0.985
15:37:24:335,0.9692,0.0720,0.1262,0.980
15:37:24:340,0.9673,0.0706,0.1271,0.978
15:37:24:345,0.9648,0.0669,0.1323,0.976
15:37:24:350,0.9619,0.0672,0.1423,0.975
15:37:24:356,0.9619,0.0703,0.1543,0.977
15:37:24:360,0.9685,0.0720,0.1623,0.985
15:37:24:365,0.9739,0.0723,0.1680,0.991
15:37:24:370,0.9731,0.0730,0.1697,0.991
15:37:24:376,0.9695,0.0738,0.1616,0.986
15:37:24:388,0.9680,0.0740,0.1518,0.983
15:37:24:389,0.9700,0.0733,0.1523,0.985
15:37:24:390,0.9741,0.0720,0.1601,0.990
15:37:24:396,0.9768,0.0735,0.1640,0.993
15:37:24:402,0.9763,0.0767,0.1623,0.993
15:37:24:406,0.9726,0.0786,0.1604,0.989
15:37:24:410,0.9692,0.0774,0.1621,0.986
15:37:24:416,0.9660,0.0764,0.1687,0.984
15:37:24:420,0.9638,0.0762,0.1772,0.983
15:37:24:425,0.9580,0.0774,0.1804,0.978
15:37:24:431,0.9524,0.0786,0.1772,0.972
15:37:24:436,0.9487,0.0767,0.1733,0.967
15:37:24:440,0.9458,0.0730,0.1721,0.964
15:37:24:446,0.9409,0.0738,0.1728,0.959
15:37:24:451,0.9333,0.0767,0.1733,0.952
15:37:24:456,0.9274,0.0772,0.1765,0.947
15:37:24:460,0.9272,0.0752,0.1792,0.947
15:37:24:467,0.9330,0.0742,0.1772,0.953
15:37:24:471,0.9414,0.0735,0.1750,0.960
15:37:24:476,0.9484,0.0720,0.1748,0.967
15:37:24:488,0.9548,0.0691,0.1726,0.973
15:37:24:490,0.9558,0.0654,0.1697,0.973
15:37:24:491,0.9536,0.0652,0.1675,0.970
15:37:24:496,0.9502,0.0637,0.1653,0.967
15:37:24:501,0.9477,0.0601,0.1687,0.964
15:37:24:506,0.9467,0.0584,0.1758,0.965
15:37:24:511,0.9494,0.0586,0.1836,0.969
15:37:24:516,0.9572,0.0569,0.1926,0.978
15:37:24:521,0.9643,0.0576,0.2046,0.987
15:37:24:526,0.9704,0.0576,0.2244,0.998
15:37:24:531,0.9812,0.0552,0.2137,1.006
15:37:24:537,0.9856,0.0591,0.2022,1.008
15:37:24:541,0.9832,0.0628,0.1958,1.004
15:37:24:546,0.9812,0.0623,0.1882,1.001
15:37:24:551,0.9822,0.0598,0.1812,1.001
15:37:24:556,0.9846,0.0557,0.1816,1.003
15:37:24:562,0.9846,0.0547,0.1895,1.004
15:37:24:566,0.9817,0.0559,0.2046,1.004
15:37:24:573,0.9770,0.0571,0.2186,1.003
15:37:24:578,0.9748,0.0603,0.2093,0.999
15:37:24:581,0.9731,0.0679,0.1890,0.994
15:37:24:586,0.9660,0.0733,0.1812,0.986
15:37:24:591,0.9604,0.0723,0.1848,0.981
15:37:24:605,0.9565,0.0706,0.1922,0.978
15:37:24:607,0.9526,0.0711,0.1980,0.976
15:37:24:608,0.9497,0.0723,0.2014,0.973
15:37:24:612,0.9511,0.0711,0.1931,0.973
15:37:24:622,0.9587,0.0659,0.1750,0.977
15:37:24:623,0.9653,0.0606,0.1633,0.981
15:37:24:627,0.9663,0.0588,0.1623,0.982
15:37:24:632,0.9634,0.0606,0.1665,0.980
15:37:24:637,0.9553,0.0630,0.1728,0.973
15:37:24:641,0.9472,0.0664,0.1777,0.966
15:37:24:646,0.9455,0.0676,0.1790,0.965
15:37:24:651,0.9480,0.0672,0.1765,0.967
15:37:24:657,0.9489,0.0676,0.1758,0.967
15:37:24:662,0.9511,0.0674,0.1755,0.970
15:37:24:666,0.9575,0.0669,0.1728,0.975
15:37:24:671,0.9656,0.0659,0.1689,0.982
15:37:24:677,0.9702,0.0657,0.1699,0.987
15:37:24:682,0.9707,0.0659,0.1746,0.988
15:37:24:686,0.9675,0.0674,0.1809,0.987
15:37:24:691,0.9648,0.0691,0.1834,0.985
15:37:24:702,0.9651,0.0706,0.1772,0.984
15:37:24:704,0.9651,0.0701,0.1665,0.982
15:37:24:707,0.9665,0.0691,0.1601,0.982
15:37:24:711,0.9692,0.0681,0.1616,0.985
15:37:24:721,0.9675,0.0684,0.1682,0.984
15:37:24:722,0.9631,0.0694,0.1753,0.981
15:37:24:727,0.9587,0.0701,0.1797,0.978
15:37:24:732,0.9541,0.0701,0.1802,0.973
15:37:24:738,0.9509,0.0708,0.1814,0.971
15:37:24:741,0.9506,0.0686,0.1829,0.971
15:37:24:747,0.9514,0.0657,0.1807,0.971
15:37:24:752,0.9536,0.0640,0.1797,0.972
15:37:24:757,0.9516,0.0645,0.1812,0.971
15:37:24:762,0.9470,0.0642,0.1882,0.968
15:37:24:767,0.9438,0.0642,0.2017,0.967
15:37:24:772,0.9431,0.0652,0.2210,0.971
15:37:24:782,0.9467,0.0650,0.2347,0.978
15:37:24:784,0.9506,0.0669,0.2337,0.981
15:37:24:789,0.9536,0.0708,0.2217,0.982
15:37:24:792,0.9524,0.0782,0.2027,0.977
15:37:24:800,0.9472,0.0845,0.1711,0.966
15:37:24:802,0.9448,0.0857,0.1306,0.958
15:37:24:807,0.9487,0.0828,0.1012,0.958
15:37:24:812,0.9528,0.0794,0.0870,0.960
15:37:24:817,0.9575,0.0777,0.0873,0.965
15:37:24:822,0.9638,0.0728,0.0954,0.971
15:37:24:828,0.9734,0.0642,0.1066,0.981
15:37:24:833,0.9819,0.0547,0.1142,0.990
15:37:24:838,0.9841,0.0466,0.1171,0.992
15:37:24:842,0.9836,0.0420,0.1076,0.990
15:37:24:847,0.9773,0.0408,0.0912,0.982
15:37:24:852,0.9653,0.0381,0.0800,0.969
15:37:24:858,0.9565,0.0312,0.0758,0.960
15:37:24:862,0.9524,0.0261,0.0692,0.955
15:37:24:867,0.9524,0.0249,0.0553,0.954
15:37:24:873,0.9582,0.0256,0.0413,0.959
15:37:24:882,0.9651,0.0254,0.0445,0.966
15:37:24:888,0.9770,0.0232,0.0643,0.979
15:37:24:889,0.9883,0.0222,0.0834,0.992
15:37:24:893,0.9959,0.0234,0.0914,1.000
15:37:24:900,0.9983,0.0271,0.0873,1.002
15:37:24:903,0.9912,0.0310,0.0817,0.995
15:37:24:907,0.9788,0.0366,0.0817,0.983
15:37:24:913,0.9719,0.0439,0.0853,0.977
15:37:24:918,0.9690,0.0483,0.0922,0.975
15:37:24:923,0.9629,0.0491,0.0983,0.969
15:37:24:929,0.9572,0.0478,0.1010,0.964
15:37:24:933,0.9602,0.0471,0.0966,0.966
15:37:24:939,0.9783,0.0498,0.0805,0.983
15:37:24:943,0.9990,0.0542,0.0599,1.002
15:37:24:948,1.0125,0.0564,0.0450,1.015
15:37:24:953,1.0144,0.0564,0.0350,1.017
15:37:24:958,1.0105,0.0584,0.0201,1.012
15:37:24:963,1.0054,0.0642,-0.0019,1.007
15:37:24:968,0.9983,0.0703,-0.0247,1.001
15:37:24:973,0.9905,0.0750,-0.0354,0.994
15:37:24:982,0.9800,0.0779,-0.0322,0.984
15:37:24:983,0.9719,0.0767,-0.0195,0.975
15:37:24:989,0.9714,0.0664,-0.0051,0.974
15:37:24:993,0.9797,0.0513,0.0015,0.981
15:37:24:999,0.9964,0.0393,0.0030,0.997
15:37:25:003,1.0169,0.0317,0.0076,1.017
15:37:25:008,1.0286,0.0302,0.0218,1.029
15:37:25:013,1.0235,0.0322,0.0431,1.025
15:37:25:018,1.0071,0.0324,0.0567,1.009
15:37:25:023,1.0008,0.0329,0.0631,1.003
15:37:25:028,1.0096,0.0356,0.0822,1.014
15:37:25:033,1.0196,0.0405,0.1120,1.027
15:37:25:038,1.0181,0.0422,0.1374,1.028
15:37:25:043,1.0179,0.0403,0.1618,1.031
15:37:25:048,1.0208,0.0378,0.1709,1.036
15:37:25:053,1.0252,0.0361,0.1609,1.038
15:37:25:062,1.0355,0.0339,0.1376,1.045
15:37:25:063,1.0430,0.0349,0.1093,1.049
15:37:25:069,1.0418,0.0393,0.0868,1.046
15:37:25:073,1.0367,0.0405,0.0717,1.040
15:37:25:079,1.0355,0.0346,0.0519,1.037
15:37:25:083,1.0416,0.0285,0.0365,1.043
15:37:25:088,1.0467,0.0285,0.0279,1.047
15:37:25:093,1.0494,0.0320,0.0279,1.050
15:37:25:100,1.0501,0.0354,0.0462,1.052
15:37:25:105,1.0460,0.0383,0.0670,1.049
15:37:25:108,1.0438,0.0371,0.0773,1.047
15:37:25:115,1.0404,0.0376,0.0770,1.044
