time,gFx,gFy,gFz,TgF
16:01:16:235,0.9812,0.0818,0.1623,0.998
16:01:16:236,0.9707,0.0953,0.1450,0.986
16:01:16:237,0.9734,0.1026,0.1308,0.987
16:01:16:241,0.9773,0.1031,0.1213,0.990
16:01:16:244,0.9751,0.1026,0.1134,0.987
16:01:16:250,0.9751,0.1031,0.1108,0.987
16:01:16:254,0.9753,0.1021,0.1115,0.987
16:01:16:260,0.9722,0.1004,0.1161,0.984
16:01:16:264,0.9685,0.0960,0.1210,0.981
16:01:16:269,0.9656,0.0894,0.1247,0.978
16:01:16:274,0.9658,0.0823,0.1318,0.978
16:01:16:279,0.9678,0.0772,0.1408,0.981
16:01:16:284,0.9675,0.0760,0.1550,0.983
16:01:16:289,0.9678,0.0747,0.1601,0.984
16:01:16:300,0.9704,0.0691,0.1469,0.984
16:01:16:301,0.9761,0.0654,0.1257,0.986
16:01:16:304,0.9797,0.0640,0.1159,0.989
16:01:16:309,0.9807,0.0625,0.1186,0.990
16:01:16:314,0.9814,0.0606,0.1232,0.991
16:01:16:319,0.9810,0.0588,0.1237,0.990
16:01:16:324,0.9797,0.0606,0.1240,0.989
16:01:16:330,0.9773,0.0628,0.1247,0.987
16:01:16:334,0.9756,0.0635,0.1244,0.986
16:01:16:339,0.9758,0.0650,0.1274,0.986
16:01:16:344,0.9766,0.0681,0.1372,0.988
16:01:16:350,0.9768,0.0701,0.1433,0.990
16:01:16:354,0.9775,0.0706,0.1372,0.990
16:01:16:360,0.9788,0.0718,0.1298,0.990
16:01:16:364,0.9780,0.0760,0.1315,0.990
16:01:16:370,0.9761,0.0784,0.1384,0.989
16:01:16:374,0.9712,0.0804,0.1445,0.985
16:01:16:380,0.9660,0.0826,0.1472,0.981
16:01:16:384,0.9653,0.0848,0.1442,0.980
16:01:16:390,0.9700,0.0838,0.1369,0.983
16:01:16:401,0.9751,0.0804,0.1296,0.987
16:01:16:402,0.9775,0.0777,0.1279,0.989
16:01:16:405,0.9778,0.0777,0.1315,0.990
16:01:16:410,0.9773,0.0789,0.1381,0.990
16:01:16:415,0.9785,0.0779,0.1460,0.992
16:01:16:420,0.9814,0.0735,0.1491,0.995
16:01:16:426,0.9839,0.0698,0.1455,0.997
16:01:16:430,0.9854,0.0686,0.1423,0.998
16:01:16:435,0.9841,0.0691,0.1440,0.997
16:01:16:440,0.9792,0.0698,0.1516,0.993
16:01:16:445,0.9744,0.0696,0.1567,0.989
16:01:16:450,0.9726,0.0703,0.1557,0.988
16:01:16:455,0.9744,0.0701,0.1508,0.988
16:01:16:460,0.9758,0.0686,0.1484,0.989
16:01:16:465,0.9753,0.0669,0.1467,0.989
16:01:16:471,0.9724,0.0664,0.1442,0.985
16:01:16:477,0.9704,0.0679,0.1455,0.984
16:01:16:480,0.9700,0.0696,0.1489,0.984
16:01:16:485,0.9726,0.0708,0.1543,0.987
16:01:16:490,0.9731,0.0708,0.1601,0.989
16:01:16:502,0.9726,0.0698,0.1631,0.989
16:01:16:503,0.9736,0.0657,0.1665,0.990
16:01:16:505,0.9746,0.0628,0.1738,0.992
16:01:16:510,0.9736,0.0635,0.1804,0.992
16:01:16:515,0.9741,0.0632,0.1790,0.992
16:01:16:520,0.9746,0.0620,0.1697,0.991
16:01:16:526,0.9712,0.0640,0.1587,0.986
16:01:16:531,0.9646,0.0676,0.1540,0.979
16:01:16:535,0.9560,0.0711,0.1494,0.970
16:01:16:540,0.9521,0.0711,0.1455,0.966
16:01:16:545,0.9548,0.0701,0.1433,0.968
16:01:16:550,0.9602,0.0703,0.1433,0.973
16:01:16:555,0.9643,0.0740,0.1457,0.978
16:01:16:561,0.9660,0.0796,0.1550,0.982
16:01:16:565,0.9658,0.0838,0.1697,0.984
16:01:16:571,0.9646,0.0860,0.1831,0.986
16:01:16:576,0.9607,0.0865,0.1939,0.984
16:01:16:581,0.9587,0.0857,0.1983,0.983
16:01:16:586,0.9616,0.0823,0.1953,0.985
16:01:16:591,0.9641,0.0811,0.1885,0.986
16:01:16:595,0.9621,0.0799,0.1812,0.982
16:01:16:602,0.9565,0.0791,0.1753,0.976
16:01:16:606,0.9546,0.0777,0.1716,0.973
16:01:16:619,0.9577,0.0764,0.1706,0.976
16:01:16:620,0.9616,0.0769,0.1753,0.981
16:01:16:621,0.9636,0.0779,0.1834,0.984
16:01:16:626,0.9643,0.0784,0.1890,0.986
16:01:16:633,0.9678,0.0760,0.1897,0.989
16:01:16:636,0.9702,0.0730,0.1900,0.991
16:01:16:641,0.9675,0.0708,0.1902,0.989
16:01:16:646,0.9658,0.0679,0.1907,0.987
16:01:16:651,0.9670,0.0657,0.1873,0.987
16:01:16:655,0.9670,0.0654,0.1804,0.986
16:01:16:661,0.9656,0.0664,0.1782,0.984
16:01:16:666,0.9656,0.0657,0.1802,0.984
16:01:16:671,0.9658,0.0628,0.1797,0.984
16:01:16:676,0.9656,0.0610,0.1782,0.984
16:01:16:681,0.9656,0.0591,0.1750,0.983
16:01:16:686,0.9663,0.0571,0.1709,0.983
16:01:16:691,0.9678,0.0579,0.1694,0.984
16:01:16:696,0.9714,0.0598,0.1731,0.989
16:01:16:701,0.9746,0.0613,0.1753,0.992
16:01:16:706,0.9802,0.0618,0.1768,0.998
16:01:16:718,0.9832,0.0632,0.1804,1.002
16:01:16:720,0.9817,0.0659,0.1836,1.001
16:01:16:722,0.9807,0.0686,0.1878,1.001
16:01:16:726,0.9741,0.0686,0.1978,0.996
16:01:16:732,0.9636,0.0669,0.2076,0.988
16:01:16:736,0.9528,0.0698,0.2132,0.979
16:01:16:743,0.9482,0.0740,0.2142,0.975
16:01:16:746,0.9506,0.0755,0.2058,0.976
