time,gFx,gFy,gFz,TgF
15:39:22:841,0.9905,0.0386,0.1308,1.000
15:39:22:842,0.9946,0.0408,0.1332,1.004
15:39:22:845,0.9983,0.0420,0.1352,1.008
15:39:22:849,0.9998,0.0410,0.1330,1.009
15:39:22:854,0.9964,0.0412,0.1218,1.005
15:39:22:858,0.9895,0.0432,0.0993,0.995
15:39:22:867,0.9836,0.0444,0.0695,0.987
15:39:22:868,0.9792,0.0444,0.0431,0.981
15:39:22:873,0.9712,0.0405,0.0296,0.972
15:39:22:878,0.9607,0.0381,0.0316,0.962
15:39:22:883,0.9519,0.0405,0.0465,0.954
15:39:22:888,0.9462,0.0488,0.0690,0.950
15:39:22:895,0.9458,0.0576,0.0924,0.952
15:39:22:899,0.9492,0.0608,0.1120,0.958
15:39:22:903,0.9553,0.0593,0.1281,0.966
15:39:22:908,0.9612,0.0581,0.1445,0.974
15:39:22:914,0.9612,0.0630,0.1655,0.977
15:39:22:918,0.9594,0.0708,0.1834,0.979
15:39:22:923,0.9636,0.0757,0.1909,0.985
15:39:22:928,0.9724,0.0755,0.1926,0.994
15:39:22:934,0.9800,0.0713,0.1953,1.002
15:39:22:939,0.9839,0.0654,0.2005,1.006
15:39:22:953,0.9846,0.0613,0.2012,1.007
15:39:22:954,0.9810,0.0584,0.1948,1.002
15:39:22:955,0.9741,0.0576,0.1838,0.993
15:39:22:958,0.9680,0.0569,0.1721,0.985
15:39:22:965,0.9653,0.0530,0.1592,0.980
15:39:22:969,0.9648,0.0478,0.1477,0.977
15:39:22:974,0.9614,0.0464,0.1384,0.972
15:39:22:980,0.9590,0.0454,0.1301,0.969
15:39:22:984,0.9590,0.0447,0.1257,0.968
15:39:22:989,0.9624,0.0442,0.1237,0.971
15:39:22:994,0.9658,0.0456,0.1237,0.975
15:39:22:999,0.9687,0.0466,0.1259,0.978
15:39:23:004,0.9719,0.0466,0.1320,0.982
15:39:23:009,0.9763,0.0469,0.1416,0.988
15:39:23:015,0.9822,0.0493,0.1499,0.995
15:39:23:019,0.9876,0.0542,0.1550,1.001
15:39:23:024,0.9895,0.0584,0.1609,1.004
15:39:23:029,0.9885,0.0608,0.1682,1.005
15:39:23:034,0.9912,0.0635,0.1741,1.008
15:39:23:039,0.9959,0.0669,0.1763,1.014
15:39:23:052,0.9981,0.0706,0.1768,1.016
15:39:23:053,0.9978,0.0728,0.1746,1.016
15:39:23:054,0.9988,0.0740,0.1684,1.016
15:39:23:059,1.0032,0.0752,0.1552,1.018
15:39:23:064,1.0074,0.0760,0.1364,1.019
15:39:23:072,1.0086,0.0762,0.1240,1.019
15:39:23:075,1.0098,0.0738,0.1210,1.020
15:39:23:081,1.0108,0.0698,0.1240,1.021
15:39:23:084,1.0108,0.0681,0.1274,1.021
15:39:23:089,1.0088,0.0684,0.1306,1.020
15:39:23:097,1.0078,0.0701,0.1345,1.019
15:39:23:105,1.0069,0.0716,0.1406,1.019
15:39:23:106,1.0066,0.0723,0.1474,1.020
15:39:23:109,1.0083,0.0730,0.1518,1.022
