time,gFx,gFy,gFz,TgF
17:19:24:870,0.9807,0.0229,0.0924,0.985
17:19:24:871,0.9780,0.0234,0.0885,0.982
17:19:24:873,0.9746,0.0207,0.0797,0.978
17:19:24:877,0.9697,0.0210,0.0741,0.973
17:19:24:883,0.9629,0.0239,0.0753,0.966
17:19:24:887,0.9582,0.0246,0.0814,0.962
17:19:24:892,0.9587,0.0249,0.0875,0.963
17:19:24:897,0.9641,0.0251,0.0880,0.968
17:19:24:903,0.9692,0.0241,0.0851,0.973
17:19:24:907,0.9678,0.0227,0.0817,0.971
17:19:24:912,0.9658,0.0214,0.0809,0.969
17:19:24:917,0.9665,0.0197,0.0797,0.970
17:19:24:922,0.9660,0.0178,0.0768,0.969
17:19:24:927,0.9700,0.0168,0.0709,0.973
17:19:24:932,0.9783,0.0170,0.0604,0.980
17:19:24:937,0.9849,0.0146,0.0494,0.986
17:19:24:942,0.9856,0.0114,0.0416,0.987
17:19:24:947,0.9812,0.0085,0.0387,0.982
17:19:24:956,0.9680,0.0080,0.0433,0.969
17:19:24:957,0.9546,0.0080,0.0499,0.956
17:19:24:962,0.9558,0.0078,0.0526,0.957
17:19:24:967,0.9668,0.0063,0.0526,0.968
17:19:24:974,0.9741,0.0024,0.0536,0.976
17:19:24:977,0.9719,0.0002,0.0602,0.974
17:19:24:989,0.9704,0.0004,0.0638,0.973
17:19:24:990,0.9756,0.0004,0.0575,0.977
17:19:24:993,0.9846,-0.0020,0.0580,0.986
17:19:24:999,0.9917,-0.0015,0.0636,0.994
17:19:25:003,0.9910,0.0004,0.0797,0.994
17:19:25:007,0.9910,0.0056,0.0980,0.996
17:19:25:013,0.9924,0.0104,0.1081,0.998
17:19:25:017,0.9949,0.0141,0.1149,1.002
17:19:25:022,0.9983,0.0161,0.1235,1.006
17:19:25:027,0.9990,0.0158,0.1303,1.008
17:19:25:041,0.9961,0.0131,0.1354,1.005
17:19:25:042,0.9939,0.0126,0.1357,1.003
17:19:25:042,0.9900,0.0148,0.1318,0.999
17:19:25:049,0.9871,0.0148,0.1340,0.996
17:19:25:053,0.9878,0.0156,0.1413,0.998
17:19:25:057,0.9929,0.0175,0.1462,1.004
17:19:25:063,0.9986,0.0180,0.1523,1.010
17:19:25:070,1.0030,0.0156,0.1614,1.016
17:19:25:073,1.0078,0.0151,0.1650,1.021
17:19:25:078,1.0125,0.0188,0.1599,1.025
17:19:25:083,1.0130,0.0241,0.1562,1.025
17:19:25:088,1.0083,0.0288,0.1618,1.022
17:19:25:093,1.0066,0.0295,0.1706,1.021
17:19:25:098,1.0071,0.0263,0.1760,1.023
17:19:25:103,1.0017,0.0210,0.1809,1.018
17:19:25:108,0.9995,0.0163,0.1843,1.017
17:19:25:113,1.0008,0.0122,0.1821,1.017
17:19:25:118,1.0115,0.0087,0.1709,1.026
17:19:25:123,1.0203,0.0014,0.1582,1.032
17:19:25:128,1.0159,-0.0069,0.1513,1.027
17:19:25:141,1.0005,-0.0142,0.1543,1.012
17:19:25:142,0.9895,-0.0191,0.1574,1.002
17:19:25:143,0.9768,-0.0247,0.1526,0.989
17:19:25:148,0.9629,-0.0311,0.1438,0.974
17:19:25:153,0.9521,-0.0384,0.1345,0.962
17:19:25:158,0.9414,-0.0443,0.1288,0.951
17:19:25:163,0.9340,-0.0489,0.1225,0.943
17:19:25:170,0.9304,-0.0538,0.1178,0.939
17:19:25:174,0.9272,-0.0582,0.1164,0.936
17:19:25:178,0.9242,-0.0621,0.1183,0.934
17:19:25:183,0.9274,-0.0658,0.1218,0.938
17:19:25:188,0.9345,-0.0668,0.1244,0.945
