time,gFx,gFy,gFz,TgF
17:18:42:204,0.9810,0.0207,0.0775,0.984
17:18:42:207,1.0149,-0.0240,0.2190,1.039
17:18:42:215,0.9751,0.0234,0.2298,1.002
17:18:42:216,0.9660,0.0647,0.0885,0.972
17:18:42:221,0.9626,0.0752,-0.0041,0.966
17:18:42:232,0.9519,0.0862,-0.1026,0.961
17:18:42:233,0.9670,0.0478,-0.0630,0.970
17:18:42:238,0.9704,0.0324,0.0347,0.972
17:18:42:243,0.9734,0.0410,0.0963,0.979
17:18:42:246,0.9753,0.0505,0.1247,0.985
17:18:42:252,0.9766,0.0535,0.1359,0.987
17:18:42:256,0.9846,0.0481,0.1288,0.994
17:18:42:261,0.9946,0.0395,0.1103,1.002
17:18:42:266,0.9968,0.0344,0.0971,1.002
17:18:42:272,0.9937,0.0324,0.0927,0.999
17:18:42:276,0.9910,0.0315,0.0944,0.996
17:18:42:281,0.9939,0.0298,0.0949,0.999
17:18:42:287,1.0025,0.0263,0.0902,1.007
17:18:42:292,1.0081,0.0229,0.0800,1.012
17:18:42:297,1.0032,0.0219,0.0680,1.006
17:18:42:301,0.9951,0.0212,0.0619,0.997
17:18:42:306,0.9907,0.0180,0.0665,0.993
17:18:42:318,0.9939,0.0141,0.0734,0.997
17:18:42:319,1.0025,0.0100,0.0768,1.005
17:18:42:322,1.0078,0.0078,0.0787,1.011
17:18:42:327,1.0064,0.0078,0.0807,1.010
17:18:42:333,1.0017,0.0087,0.0849,1.005
17:18:42:337,0.9995,0.0080,0.0900,1.004
17:18:42:341,1.0044,0.0075,0.0914,1.009
17:18:42:347,1.0113,0.0068,0.0912,1.015
17:18:42:352,1.0144,0.0043,0.0897,1.018
17:18:42:356,1.0122,0.0029,0.0853,1.016
17:18:42:362,1.0093,0.0016,0.0780,1.012
17:18:42:367,1.0078,-0.0010,0.0751,1.011
17:18:42:372,1.0064,-0.0047,0.0758,1.009
17:18:42:378,1.0025,-0.0067,0.0790,1.006
17:18:42:382,0.9937,-0.0047,0.0812,0.997
17:18:42:387,0.9827,-0.0018,0.0827,0.986
