time,gFx,gFy,gFz,TgF
17:20:43:262,0.9695,0.0970,0.2129,0.997
17:20:43:264,0.9614,0.1087,0.1765,0.983
17:20:43:271,0.9614,0.1165,0.1284,0.977
17:20:43:275,0.9685,0.1163,0.1203,0.983
17:20:43:279,0.9753,0.1116,0.1540,0.994
17:20:43:285,0.9839,0.1041,0.1953,1.008
17:20:43:290,0.9873,0.0962,0.2203,1.016
17:20:43:294,0.9861,0.0928,0.2374,1.018
17:20:43:300,0.9849,0.0916,0.2613,1.023
17:20:43:305,0.9839,0.0838,0.2723,1.024
17:20:43:310,0.9839,0.0730,0.2479,1.017
17:20:43:314,0.9800,0.0654,0.2029,1.003
17:20:43:320,0.9734,0.0601,0.1780,0.991
17:20:43:325,0.9702,0.0518,0.1819,0.988
17:20:43:330,0.9717,0.0390,0.1973,0.992
17:20:43:335,0.9756,0.0266,0.2080,0.998
17:20:43:340,0.9773,0.0158,0.2095,1.000
17:20:43:344,0.9734,0.0114,0.2049,0.995
17:20:43:350,0.9653,0.0109,0.2041,0.987
17:20:43:355,0.9612,0.0038,0.2061,0.983
17:20:43:360,0.9668,0.0016,0.2039,0.988
17:20:43:365,0.9714,0.0004,0.1990,0.992
17:20:43:374,0.9707,-0.0023,0.2017,0.991
17:20:43:375,0.9756,0.0043,0.2127,0.999
17:20:43:380,0.9834,0.0109,0.2205,1.008
17:20:43:385,0.9890,0.0175,0.2222,1.014
17:20:43:390,0.9890,0.0268,0.2291,1.016
17:20:43:395,0.9885,0.0361,0.2398,1.018
17:20:43:400,0.9880,0.0447,0.2472,1.019
17:20:43:405,0.9866,0.0515,0.2518,1.020
17:20:43:410,0.9866,0.0552,0.2545,1.020
17:20:43:417,0.9866,0.0569,0.2538,1.020
17:20:43:420,0.9871,0.0579,0.2535,1.021
17:20:43:425,0.9885,0.0598,0.2491,1.021
17:20:43:431,0.9876,0.0623,0.2349,1.017
17:20:43:435,0.9812,0.0652,0.2142,1.006
17:20:43:441,0.9717,0.0691,0.2014,0.995
17:20:43:445,0.9594,0.0720,0.2019,0.983
17:20:43:458,0.9516,0.0720,0.2115,0.977
17:20:43:459,0.9426,0.0696,0.2200,0.970
17:20:43:461,0.9350,0.0676,0.2186,0.963
17:20:43:466,0.9301,0.0667,0.2093,0.956
17:20:43:471,0.9284,0.0674,0.2029,0.953
17:20:43:475,0.9274,0.0698,0.1995,0.951
17:20:43:480,0.9257,0.0723,0.2012,0.950
17:20:43:486,0.9238,0.0742,0.2102,0.950
17:20:43:491,0.9225,0.0745,0.2256,0.953
17:20:43:495,0.9235,0.0750,0.2413,0.957
17:20:43:500,0.9260,0.0769,0.2508,0.962
17:20:43:505,0.9321,0.0796,0.2474,0.968
17:20:43:511,0.9401,0.0830,0.2354,0.973
17:20:43:516,0.9482,0.0904,0.2259,0.979
17:20:43:520,0.9560,0.0984,0.2193,0.986
17:20:43:526,0.9607,0.1075,0.2132,0.990
17:20:43:531,0.9638,0.1187,0.2058,0.993
17:20:43:535,0.9658,0.1297,0.1988,0.995
17:20:43:541,0.9660,0.1410,0.1978,0.996
17:20:43:545,0.9682,0.1471,0.1997,1.000
17:20:43:552,0.9714,0.1483,0.1953,1.002
17:20:43:556,0.9712,0.1522,0.1966,1.002
17:20:43:561,0.9709,0.1583,0.1970,1.003
17:20:43:566,0.9753,0.1649,0.1873,1.007
17:20:43:571,0.9810,0.1725,0.1704,1.010
17:20:43:576,0.9885,0.1754,0.1530,1.016
17:20:43:580,0.9978,0.1725,0.1362,1.022
17:20:43:586,1.0076,0.1698,0.1200,1.029
17:20:43:591,1.0154,0.1698,0.1095,1.035
17:20:43:596,1.0174,0.1698,0.1022,1.037
