time,gFx,gFy,gFz,TgF
17:11:40:625,0.9807,0.0525,0.2709,1.019
17:11:40:626,0.9907,0.0689,0.2899,1.035
17:11:40:627,0.9861,0.0943,0.1838,1.008
17:11:40:633,0.9971,0.1021,0.0954,1.007
17:11:40:638,1.0152,0.0950,0.0934,1.024
17:11:40:642,1.0157,0.0923,0.1486,1.031
17:11:40:652,1.0003,0.0984,0.1968,1.024
17:11:40:653,0.9885,0.1070,0.2154,1.017
17:11:40:658,0.9920,0.1126,0.2300,1.024
17:11:40:662,0.9971,0.1099,0.2337,1.030
17:11:40:667,0.9873,0.1104,0.2266,1.019
17:11:40:672,0.9660,0.1165,0.2232,0.998
17:11:40:679,0.9514,0.1204,0.2388,0.988
17:11:40:683,0.9533,0.1151,0.2476,0.992
17:11:40:687,0.9572,0.1072,0.2198,0.988
17:11:40:692,0.9550,0.1041,0.1780,0.977
17:11:40:698,0.9543,0.0997,0.1594,0.973
17:11:40:702,0.9553,0.0918,0.1577,0.973
17:11:40:714,0.9531,0.0867,0.1643,0.971
17:11:40:715,0.9514,0.0843,0.1787,0.972
17:11:40:718,0.9516,0.0823,0.1897,0.974
17:11:40:723,0.9553,0.0813,0.1860,0.977
17:11:40:731,0.9609,0.0821,0.1790,0.981
17:11:40:733,0.9648,0.0833,0.1748,0.984
17:11:40:738,0.9653,0.0833,0.1733,0.984
17:11:40:742,0.9670,0.0855,0.1775,0.987
17:11:40:748,0.9675,0.0867,0.1865,0.989
17:11:40:753,0.9641,0.0860,0.1966,0.988
17:11:40:758,0.9634,0.0852,0.2032,0.988
17:11:40:763,0.9675,0.0848,0.2034,0.992
17:11:40:768,0.9690,0.0865,0.2000,0.993
17:11:40:773,0.9675,0.0889,0.1980,0.992
17:11:40:779,0.9680,0.0901,0.1951,0.992
17:11:40:783,0.9670,0.0906,0.1882,0.989
17:11:40:788,0.9673,0.0928,0.1824,0.989
17:11:40:793,0.9668,0.0948,0.1804,0.988
17:11:40:799,0.9670,0.0928,0.1807,0.988
17:11:40:803,0.9739,0.0882,0.1743,0.993
17:11:40:808,0.9802,0.0872,0.1665,0.998
17:11:40:813,0.9780,0.0911,0.1694,0.997
17:11:40:819,0.9731,0.0931,0.1792,0.994
17:11:40:823,0.9714,0.0899,0.1858,0.993
17:11:40:830,0.9726,0.0855,0.1836,0.994
17:11:40:833,0.9724,0.0816,0.1775,0.992
17:11:40:839,0.9690,0.0777,0.1768,0.988
17:11:40:843,0.9638,0.0725,0.1821,0.984
17:11:40:856,0.9634,0.0674,0.1785,0.982
17:11:40:857,0.9675,0.0640,0.1616,0.983
17:11:40:859,0.9678,0.0618,0.1435,0.980
17:11:40:863,0.9651,0.0647,0.1357,0.977
17:11:40:868,0.9616,0.0679,0.1394,0.974
17:11:40:874,0.9521,0.0620,0.1496,0.966
17:11:40:879,0.9506,0.0566,0.1565,0.965
17:11:40:883,0.9472,0.0559,0.1589,0.962
17:11:40:889,0.9396,0.0564,0.1530,0.954
17:11:40:893,0.9377,0.0544,0.1440,0.950
17:11:40:900,0.9328,0.0552,0.1457,0.946
17:11:40:904,0.9179,0.0569,0.1548,0.933
17:11:40:908,0.9196,0.0540,0.1543,0.934
17:11:40:914,0.9286,0.0481,0.1518,0.942
17:11:40:919,0.9272,0.0425,0.1530,0.941
17:11:40:925,0.9372,0.0361,0.1482,0.950
17:11:40:929,0.9587,0.0329,0.1423,0.970
17:11:40:934,0.9648,0.0302,0.1472,0.976
17:11:40:939,0.9634,0.0268,0.1579,0.977
17:11:40:944,0.9646,0.0188,0.1677,0.979
17:11:40:949,0.9660,0.0104,0.1755,0.982
17:11:40:954,0.9770,0.0136,0.1731,0.992
17:11:40:959,0.9829,0.0192,0.1655,0.997
17:11:40:967,0.9817,0.0234,0.1650,0.996
17:11:40:969,0.9783,0.0263,0.1672,0.993
17:11:40:975,0.9751,0.0302,0.1682,0.990
17:11:40:982,0.9775,0.0354,0.1660,0.992
17:11:40:984,0.9849,0.0398,0.1662,1.000
17:11:40:989,0.9890,0.0439,0.1689,1.004
17:11:40:995,0.9871,0.0488,0.1709,1.003
17:11:41:000,0.9839,0.0549,0.1733,1.001
17:11:41:005,0.9832,0.0615,0.1748,1.000
17:11:41:009,0.9797,0.0684,0.1746,0.998
17:11:41:014,0.9756,0.0757,0.1731,0.994
17:11:41:020,0.9744,0.0801,0.1748,0.993
17:11:41:024,0.9741,0.0811,0.1794,0.994
17:11:41:031,0.9763,0.0835,0.1821,0.997
17:11:41:034,0.9819,0.0870,0.1821,1.002
17:11:41:040,0.9893,0.0904,0.1794,1.009
17:11:41:050,1.0032,0.0911,0.1753,1.022
17:11:41:052,1.0088,0.0872,0.1704,1.027
17:11:41:054,1.0076,0.0848,0.1660,1.025
17:11:41:059,1.0093,0.0850,0.1582,1.025
17:11:41:064,1.0144,0.0870,0.1479,1.029
17:11:41:069,1.0074,0.0909,0.1430,1.022
17:11:41:074,0.9880,0.0945,0.1418,1.003
17:11:41:080,0.9722,0.0960,0.1318,0.986
17:11:41:085,0.9702,0.0953,0.1147,0.982
17:11:41:089,0.9695,0.0943,0.1020,0.979
