time,gFx,gFy,gFz,TgF
17:13:09:934,0.9954,0.0835,0.2577,1.032
17:13:09:935,1.0000,0.1072,0.2435,1.035
17:13:09:940,1.0100,0.1229,0.2068,1.038
17:13:09:944,1.0074,0.1273,0.1640,1.029
17:13:09:949,0.9954,0.1310,0.1533,1.016
17:13:09:953,0.9885,0.1332,0.1914,1.016
17:13:09:959,0.9832,0.1322,0.2420,1.021
17:13:09:964,0.9788,0.1314,0.2630,1.022
17:13:09:969,0.9729,0.1319,0.2589,1.015
17:13:09:974,0.9636,0.1310,0.2481,1.004
17:13:09:979,0.9582,0.1275,0.2440,0.997
17:13:09:983,0.9607,0.1212,0.2371,0.997
17:13:09:989,0.9602,0.1146,0.2076,0.989
17:13:09:994,0.9506,0.1114,0.1799,0.974
17:13:09:999,0.9370,0.1092,0.1802,0.960
17:13:10:004,0.9296,0.1055,0.2012,0.957
17:13:10:009,0.9323,0.1004,0.2190,0.963
17:13:10:014,0.9374,0.0953,0.2142,0.966
17:13:10:019,0.9399,0.0945,0.1995,0.965
17:13:10:032,0.9392,0.0970,0.1904,0.963
17:13:10:033,0.9406,0.1004,0.1838,0.964
17:13:10:034,0.9443,0.1026,0.1821,0.967
17:13:10:041,0.9477,0.1033,0.1848,0.971
17:13:10:044,0.9536,0.1043,0.1931,0.979
17:13:10:049,0.9592,0.1068,0.2066,0.987
17:13:10:054,0.9590,0.1121,0.2122,0.989
17:13:10:060,0.9590,0.1143,0.2014,0.987
17:13:10:064,0.9641,0.1131,0.1870,0.989
17:13:10:069,0.9704,0.1102,0.1831,0.994
17:13:10:074,0.9753,0.1058,0.1848,0.998
17:13:10:080,0.9748,0.1048,0.1900,0.999
17:13:10:084,0.9729,0.1058,0.1988,0.999
17:13:10:089,0.9717,0.1072,0.2024,0.998
17:13:10:094,0.9660,0.1094,0.1997,0.993
17:13:10:100,0.9619,0.1092,0.1956,0.988
17:13:10:105,0.9614,0.1072,0.1929,0.986
17:13:10:114,0.9626,0.1048,0.1978,0.988
17:13:10:115,0.9619,0.1041,0.2088,0.990
17:13:10:120,0.9609,0.0953,0.2083,0.988
17:13:10:124,0.9607,0.0877,0.1995,0.985
17:13:10:130,0.9577,0.0889,0.1919,0.981
17:13:10:134,0.9548,0.0877,0.1895,0.977
17:13:10:141,0.9516,0.0838,0.1907,0.974
17:13:10:144,0.9502,0.0799,0.1912,0.972
17:13:10:150,0.9497,0.0767,0.1956,0.973
17:13:10:155,0.9514,0.0730,0.1958,0.974
17:13:10:160,0.9531,0.0686,0.1904,0.974
17:13:10:165,0.9553,0.0642,0.1829,0.975
17:13:10:169,0.9568,0.0659,0.1816,0.976
17:13:10:174,0.9519,0.0586,0.1785,0.970
17:13:10:181,0.9477,0.0449,0.1763,0.965
17:13:10:185,0.9392,0.0474,0.1880,0.959
17:13:10:191,0.9323,0.0510,0.1978,0.954
17:13:10:195,0.9367,0.0481,0.1966,0.958
17:13:10:201,0.9423,0.0513,0.1980,0.964
17:13:10:206,0.9340,0.0400,0.1922,0.954
17:13:10:210,0.9330,0.0312,0.1821,0.951
17:13:10:214,0.9431,0.0349,0.1704,0.959
17:13:10:221,0.9563,0.0351,0.1606,0.970
17:13:10:233,0.9692,0.0324,0.1596,0.983
17:13:10:234,0.9778,0.0295,0.1655,0.992
17:13:10:235,0.9841,0.0283,0.1631,0.998
17:13:10:241,0.9900,0.0280,0.1653,1.004
17:13:10:247,0.9978,0.0239,0.1777,1.014
17:13:10:250,1.0042,0.0197,0.1885,1.022
17:13:10:255,1.0034,0.0205,0.1934,1.022
17:13:10:261,1.0042,0.0236,0.1912,1.022
17:13:10:265,1.0113,0.0251,0.1875,1.029
17:13:10:270,1.0115,0.0268,0.1907,1.030
17:13:10:275,1.0059,0.0293,0.1934,1.025
17:13:10:281,0.9990,0.0334,0.1951,1.018
17:13:10:285,0.9934,0.0378,0.1973,1.014
17:13:10:290,0.9895,0.0417,0.1948,1.009
17:13:10:295,0.9893,0.0456,0.1900,1.008
