time,gFx,gFy,gFz,TgF
17:14:43:295,0.9624,0.0452,0.3528,1.026
17:14:43:295,0.9553,0.0437,0.3464,1.017
17:14:43:301,0.9480,0.0415,0.3459,1.010
17:14:43:307,0.9379,0.0422,0.3469,1.001
17:14:43:309,0.9321,0.0439,0.3437,0.994
17:14:43:313,0.9367,0.0449,0.3342,0.996
17:14:43:318,0.9458,0.0469,0.3239,1.001
17:14:43:323,0.9524,0.0488,0.3190,1.006
17:14:43:328,0.9531,0.0525,0.3217,1.007
17:14:43:333,0.9489,0.0581,0.3283,1.006
17:14:43:338,0.9428,0.0632,0.3347,1.002
17:14:43:342,0.9409,0.0679,0.3400,1.003
17:14:43:348,0.9431,0.0723,0.3400,1.005
17:14:43:354,0.9450,0.0755,0.3330,1.005
17:14:43:357,0.9450,0.0799,0.3212,1.001
17:14:43:364,0.9418,0.0845,0.3090,0.995
17:14:43:372,0.9382,0.0870,0.2960,0.988
17:14:43:376,0.9313,0.0896,0.2882,0.979
17:14:43:380,0.9220,0.0931,0.2880,0.970
17:14:43:388,0.9135,0.0967,0.2948,0.965
17:14:43:390,0.9037,0.0994,0.3048,0.959
17:14:43:394,0.8966,0.0997,0.3139,0.955
17:14:43:400,0.8927,0.0992,0.3173,0.953
17:14:43:403,0.8898,0.0994,0.3163,0.950
17:14:43:408,0.8837,0.0999,0.3134,0.943
17:14:43:415,0.8732,0.1006,0.3078,0.931
17:14:43:418,0.8648,0.0999,0.3048,0.922
17:14:43:423,0.8619,0.0965,0.3070,0.920
17:14:43:428,0.8666,0.0892,0.3095,0.924
17:14:43:435,0.8771,0.0796,0.3107,0.934
17:14:43:438,0.8802,0.0740,0.3073,0.935
17:14:43:443,0.8766,0.0723,0.2963,0.928
17:14:43:455,0.8732,0.0723,0.2909,0.923
17:14:43:456,0.8722,0.0725,0.2938,0.923
17:14:43:458,0.8746,0.0730,0.3009,0.928
17:14:43:464,0.8780,0.0742,0.3092,0.934
17:14:43:469,0.8812,0.0762,0.3144,0.939
17:14:43:473,0.8822,0.0804,0.3124,0.939
17:14:43:478,0.8837,0.0860,0.3129,0.941
17:14:43:484,0.8859,0.0914,0.3234,0.947
17:14:43:488,0.8868,0.0938,0.3391,0.954
17:14:43:494,0.8883,0.0977,0.3603,0.964
17:14:43:498,0.8944,0.1024,0.3806,0.977
17:14:43:504,0.9135,0.1031,0.3994,1.002
17:14:43:509,0.9392,0.0984,0.4210,1.034
17:14:43:515,0.9604,0.0938,0.4390,1.060
17:14:43:520,0.9753,0.0948,0.4537,1.080
17:14:43:524,0.9817,0.1002,0.4684,1.092
17:14:43:529,0.9832,0.1048,0.4808,1.099
17:14:43:535,0.9797,0.1087,0.4891,1.100
17:14:43:538,0.9731,0.1131,0.4889,1.095
17:14:43:544,0.9648,0.1165,0.4828,1.085
17:14:43:558,0.9558,0.1204,0.4779,1.075
17:14:43:560,0.9423,0.1258,0.4769,1.064
17:14:43:561,0.9233,0.1310,0.4799,1.049
17:14:43:565,0.9074,0.1307,0.4774,1.034
17:14:43:568,0.9015,0.1278,0.4652,1.022
17:14:43:574,0.9049,0.1231,0.4544,1.020
17:14:43:578,0.9128,0.1182,0.4579,1.028
17:14:43:590,0.9164,0.1153,0.4789,1.040
17:14:43:591,0.9108,0.1153,0.5067,1.049
17:14:43:594,0.8981,0.1185,0.5329,1.051
17:14:43:599,0.8866,0.1234,0.5571,1.054
17:14:43:604,0.8849,0.1248,0.5740,1.062
17:14:43:609,0.8903,0.1226,0.5857,1.073
17:14:43:615,0.8981,0.1197,0.5967,1.085
17:14:43:619,0.9088,0.1178,0.6011,1.096
17:14:43:624,0.9225,0.1153,0.5989,1.106
17:14:43:629,0.9370,0.1151,0.5913,1.114
17:14:43:634,0.9467,0.1180,0.5813,1.117
17:14:43:640,0.9484,0.1236,0.5686,1.113
17:14:43:645,0.9472,0.1253,0.5603,1.108
17:14:43:657,0.9450,0.1209,0.5639,1.107
17:14:43:658,0.9418,0.1129,0.5757,1.110
17:14:43:659,0.9436,0.1053,0.5825,1.114
17:14:43:664,0.9475,0.1031,0.5718,1.111
17:14:43:669,0.9541,0.1038,0.5461,1.104
17:14:43:674,0.9612,0.1036,0.5283,1.102
17:14:43:679,0.9599,0.1026,0.5246,1.099
17:14:43:696,0.9563,0.0967,0.5283,1.097
17:14:43:697,0.9568,0.0874,0.5290,1.097
17:14:43:698,0.9599,0.0845,0.5239,1.097
17:14:43:700,0.9575,0.0896,0.5058,1.087
17:14:43:705,0.9533,0.0953,0.4816,1.072
17:14:43:709,0.9431,0.0997,0.4535,1.051
17:14:43:715,0.9247,0.1014,0.4315,1.025
17:14:43:720,0.8978,0.1036,0.3826,0.981
17:14:43:724,0.8666,0.0980,0.3320,0.933
17:14:43:731,0.8426,0.0823,0.3053,0.900
17:14:43:736,0.8091,0.0625,0.2811,0.859
17:14:43:739,0.7695,0.0571,0.2760,0.820
17:14:43:745,0.7277,0.0571,0.2665,0.777
17:14:43:754,0.6818,0.0618,0.2464,0.728
17:14:43:756,0.6710,0.0755,0.2547,0.722
17:14:43:760,0.7057,0.0764,0.2728,0.760
17:14:43:765,0.7500,0.0610,0.2579,0.795
17:14:43:769,0.7930,0.0535,0.2476,0.832
17:14:43:775,0.8380,0.0606,0.2591,0.879
17:14:43:780,0.8722,0.0716,0.2816,0.919
17:14:43:785,0.8890,0.0823,0.3053,0.944
17:14:43:789,0.8783,0.0975,0.3100,0.936
17:14:43:796,0.8812,0.1070,0.3342,0.949
17:14:43:800,0.9115,0.1033,0.3772,0.992
17:14:43:805,0.9282,0.1004,0.3735,1.006
17:14:43:809,0.9267,0.1116,0.3542,0.998
17:14:43:816,0.9198,0.1263,0.3388,0.988
17:14:43:820,0.9147,0.1385,0.3288,0.982
17:14:43:825,0.9201,0.1486,0.3520,0.996
17:14:43:830,0.9362,0.1481,0.3897,1.025
17:14:43:837,0.9311,0.1554,0.4029,1.026
17:14:43:840,0.9162,0.1684,0.4041,1.015
17:14:43:846,0.9074,0.1747,0.4117,1.012
17:14:43:850,0.8996,0.1789,0.4090,1.004
