time,gFx,gFy,gFz,TgF
16:43:00:363,0.8634,0.0048,0.4205,0.960
16:43:00:364,0.8668,0.0082,0.4469,0.975
16:43:00:366,0.8641,0.0134,0.4750,0.986
16:43:00:371,0.8563,0.0168,0.5009,0.992
16:43:00:376,0.8516,0.0144,0.5258,1.001
16:43:00:387,0.8521,0.0085,0.5422,1.010
16:43:00:388,0.8514,0.0048,0.5520,1.015
16:43:00:391,0.8487,0.0048,0.5598,1.017
16:43:00:395,0.8411,0.0070,0.5661,1.014
16:43:00:403,0.8314,0.0102,0.5698,1.008
16:43:00:405,0.8235,0.0117,0.5657,0.999
16:43:00:411,0.8201,0.0151,0.5593,0.993
16:43:00:415,0.8167,0.0222,0.5625,0.992
16:43:00:421,0.8211,0.0175,0.5522,0.990
16:43:00:428,0.8287,0.0124,0.5085,0.972
16:43:00:431,0.8238,0.0163,0.4979,0.963
16:43:00:437,0.8265,0.0153,0.4970,0.965
16:43:00:441,0.8199,0.0148,0.4891,0.955
16:43:00:446,0.8062,0.0173,0.4891,0.943
16:43:00:453,0.7947,0.0195,0.4979,0.938
16:43:00:456,0.7891,0.0200,0.5143,0.942
16:43:00:462,0.7842,0.0219,0.5410,0.953
16:43:00:466,0.7849,0.0102,0.5517,0.959
16:43:00:471,0.7964,0.0007,0.5165,0.949
16:43:00:476,0.7979,0.0034,0.5065,0.945
16:43:00:481,0.7966,0.0026,0.5097,0.946
16:43:00:492,0.7940,0.0029,0.5067,0.942
16:43:00:493,0.7859,0.0043,0.5038,0.934
16:43:00:496,0.7805,0.0053,0.5053,0.930
16:43:00:502,0.7822,0.0048,0.5146,0.936
16:43:00:508,0.7790,0.0090,0.5219,0.938
16:43:00:511,0.7756,0.0188,0.5371,0.944
16:43:00:516,0.7739,0.0144,0.5742,0.964
16:43:00:522,0.7900,0.0078,0.5427,0.959
16:43:00:526,0.8003,0.0129,0.5236,0.956
16:43:00:531,0.8003,0.0107,0.5456,0.969
16:43:00:536,0.7991,0.0046,0.5635,0.978
16:43:00:542,0.8032,0.0004,0.5705,0.985
16:43:00:547,0.8089,-0.0013,0.5769,0.994
16:43:00:552,0.8140,-0.0027,0.5840,1.002
16:43:00:556,0.8186,-0.0025,0.5886,1.008
16:43:00:562,0.8228,-0.0030,0.5906,1.013
16:43:00:567,0.8238,-0.0084,0.5908,1.014
16:43:00:571,0.8270,-0.0115,0.5938,1.018
16:43:00:577,0.8277,-0.0125,0.5928,1.018
16:43:00:582,0.8292,-0.0130,0.5903,1.018
16:43:00:587,0.8343,-0.0159,0.5877,1.021
16:43:00:593,0.8404,-0.0174,0.5813,1.022
16:43:00:597,0.8492,-0.0201,0.5771,1.027
16:43:00:602,0.8541,-0.0218,0.5688,1.026
16:43:00:607,0.8646,-0.0245,0.5630,1.032
16:43:00:612,0.8812,-0.0267,0.5551,1.042
16:43:00:616,0.8886,-0.0294,0.5417,1.041
16:43:00:624,0.8832,-0.0321,0.5361,1.034
16:43:00:627,0.8868,-0.0399,0.5537,1.046
16:43:00:632,0.8851,-0.0428,0.5691,1.053
16:43:00:637,0.8778,-0.0431,0.5837,1.055
16:43:00:642,0.8580,-0.0404,0.5842,1.039
16:43:00:646,0.8284,-0.0350,0.5796,1.012
16:43:00:652,0.8172,-0.0309,0.5820,1.004
16:43:00:657,0.8069,-0.0294,0.5720,0.990
16:43:00:662,0.7795,-0.0362,0.5507,0.955
16:43:00:668,0.7531,-0.0392,0.5461,0.931
16:43:00:674,0.7707,-0.0514,0.5625,0.956
16:43:00:677,0.7988,-0.0631,0.5635,0.980
16:43:00:682,0.8370,-0.0727,0.5791,1.020
16:43:00:687,0.8494,-0.0780,0.5776,1.030
16:43:00:692,0.8392,-0.0893,0.5639,1.015
16:43:00:697,0.8059,-0.0795,0.5529,0.981
16:43:00:711,0.7976,-0.0575,0.5490,0.970
16:43:00:712,0.8116,-0.0438,0.5410,0.976
16:43:00:713,0.8358,-0.0370,0.5305,0.991
16:43:00:718,0.8710,-0.0431,0.5202,1.015
16:43:00:724,0.8927,-0.0575,0.5041,1.027
16:43:00:728,0.8903,-0.0497,0.5050,1.025
16:43:00:732,0.8795,-0.0387,0.5053,1.015
16:43:00:737,0.8634,-0.0203,0.5104,1.003
16:43:00:743,0.8487,0.0019,0.5104,0.990
16:43:00:747,0.8404,0.0168,0.5021,0.979
16:43:00:752,0.8416,0.0170,0.4992,0.979
16:43:00:757,0.8450,0.0134,0.5094,0.987
16:43:00:763,0.8499,0.0119,0.5239,0.998
16:43:00:768,0.8578,0.0161,0.5363,1.012
16:43:00:773,0.8732,0.0232,0.5507,1.033
16:43:00:777,0.9069,0.0244,0.5661,1.069
16:43:00:783,0.9255,0.0141,0.5688,1.086
16:43:00:787,0.9194,0.0060,0.5691,1.081
16:43:00:794,0.9093,0.0082,0.5669,1.072
16:43:00:798,0.9081,0.0117,0.5564,1.065
16:43:00:811,0.9118,0.0104,0.5410,1.060
16:43:00:812,0.9030,0.0053,0.5195,1.042
16:43:00:813,0.8839,0.0036,0.5006,1.016
16:43:00:818,0.8678,0.0051,0.4884,0.996
16:43:00:824,0.8529,0.0038,0.4808,0.979
16:43:00:828,0.8419,0.0016,0.4757,0.967
16:43:00:833,0.8362,-0.0037,0.4742,0.961
16:43:00:838,0.8118,-0.0091,0.4637,0.935
16:43:00:843,0.7627,-0.0093,0.4579,0.890
16:43:00:848,0.7646,-0.0015,0.4845,0.905
16:43:00:853,0.7944,-0.0079,0.4928,0.935
16:43:00:857,0.8336,-0.0172,0.4943,0.969
16:43:00:863,0.8788,-0.0213,0.5124,1.017
16:43:00:868,0.9030,-0.0338,0.5241,1.045
16:43:00:873,0.8910,-0.0399,0.5314,1.038
16:43:00:878,0.8700,-0.0343,0.5417,1.025
16:43:00:883,0.8556,-0.0277,0.5532,1.019
16:43:00:888,0.8641,-0.0228,0.5674,1.034
16:43:00:893,0.8678,-0.0208,0.5600,1.033
16:43:00:898,0.8622,-0.0233,0.5517,1.024
16:43:00:912,0.8607,-0.0238,0.5503,1.022
16:43:00:913,0.8636,-0.0221,0.5534,1.026
16:43:00:914,0.8626,-0.0206,0.5551,1.026
16:43:00:918,0.8446,-0.0152,0.5473,1.007
16:43:00:924,0.8145,-0.0059,0.5324,0.973
16:43:00:928,0.7952,-0.0123,0.5295,0.955
16:43:00:933,0.7881,-0.0164,0.5353,0.953
16:43:00:938,0.8177,-0.0091,0.5463,0.983
16:43:00:944,0.8785,-0.0128,0.5410,1.032
16:43:00:948,0.9308,-0.0348,0.5295,1.071
16:43:00:953,0.9406,-0.0497,0.5185,1.075
16:43:00:958,0.9235,-0.0428,0.5097,1.056
16:43:00:964,0.8920,-0.0279,0.5036,1.025
16:43:00:968,0.8624,-0.0186,0.5063,1.000
16:43:00:975,0.8446,-0.0140,0.5180,0.991
16:43:00:978,0.8380,-0.0130,0.5312,0.992
16:43:00:994,0.8399,-0.0157,0.5429,1.000
16:43:00:995,0.8431,-0.0159,0.5537,1.009
16:43:00:996,0.8441,-0.0147,0.5610,1.014
16:43:00:999,0.8409,-0.0101,0.5625,1.012
16:43:01:004,0.8365,-0.0037,0.5615,1.007
16:43:01:013,0.8340,0.0012,0.5566,1.003
16:43:01:014,0.8338,0.0021,0.5498,0.999
16:43:01:018,0.8350,-0.0001,0.5424,0.996
16:43:01:024,0.8350,-0.0020,0.5373,0.993
16:43:01:029,0.8365,-0.0035,0.5344,0.993
16:43:01:036,0.8406,-0.0057,0.5353,0.997
16:43:01:038,0.8470,-0.0069,0.5375,1.003
16:43:01:044,0.8507,-0.0091,0.5407,1.008
16:43:01:048,0.8499,-0.0115,0.5427,1.008
16:43:01:060,0.8465,-0.0145,0.5419,1.005
16:43:01:061,0.8428,-0.0159,0.5388,1.000
16:43:01:064,0.8375,-0.0186,0.5368,0.995
16:43:01:069,0.8265,-0.0250,0.5446,0.990
16:43:01:074,0.8245,-0.0255,0.5642,0.999
16:43:01:078,0.8370,-0.0091,0.5478,1.000
16:43:01:087,0.8387,-0.0133,0.5209,0.987
16:43:01:092,0.8411,-0.0318,0.5256,0.992
16:43:01:094,0.8404,-0.0438,0.5302,0.995
16:43:01:098,0.8323,-0.0304,0.5285,0.986
16:43:01:105,0.8272,-0.0223,0.5329,0.984
16:43:01:109,0.8350,-0.0279,0.5375,0.993
16:43:01:114,0.8480,-0.0384,0.5371,1.004
16:43:01:119,0.8553,-0.0448,0.5390,1.012
16:43:01:124,0.8534,-0.0472,0.5444,1.013
16:43:01:128,0.8458,-0.0482,0.5527,1.012
16:43:01:135,0.8384,-0.0465,0.5610,1.010
16:43:01:139,0.8338,-0.0441,0.5657,1.009
16:43:01:145,0.8314,-0.0419,0.5683,1.008
16:43:01:148,0.8296,-0.0409,0.5681,1.006
16:43:01:154,0.8267,-0.0394,0.5681,1.004
16:43:01:159,0.8270,-0.0397,0.5679,1.004
16:43:01:164,0.8296,-0.0441,0.5654,1.005
