time,gFx,gFy,gFz,TgF
16:52:51:678,1.0066,0.1028,0.2227,1.036
16:52:51:678,0.9993,0.1163,0.2486,1.036
16:52:51:679,0.9856,0.1297,0.2376,1.022
16:52:51:687,0.9722,0.1398,0.2083,1.004
16:52:51:689,0.9634,0.1456,0.1763,0.990
16:52:51:698,0.9580,0.1429,0.1555,0.981
16:52:51:700,0.9575,0.1300,0.1484,0.978
16:52:51:704,0.9528,0.1300,0.1496,0.973
16:52:51:709,0.9541,0.1332,0.1538,0.976
16:52:51:714,0.9604,0.1219,0.1460,0.979
16:52:51:719,0.9629,0.1094,0.1323,0.978
16:52:51:724,0.9587,0.1026,0.1186,0.971
16:52:51:732,0.9516,0.0992,0.1117,0.963
16:52:51:735,0.9484,0.0950,0.1169,0.960
16:52:51:739,0.9484,0.0892,0.1284,0.961
16:52:51:744,0.9504,0.0860,0.1369,0.964
16:52:51:749,0.9541,0.0852,0.1376,0.968
16:52:51:755,0.9577,0.0865,0.1308,0.970
16:52:51:759,0.9604,0.0899,0.1215,0.972
16:52:51:764,0.9621,0.0938,0.1176,0.974
16:52:51:769,0.9634,0.0980,0.1198,0.976
16:52:51:775,0.9673,0.0987,0.1208,0.980
16:52:51:780,0.9726,0.0989,0.1120,0.984
16:52:51:785,0.9780,0.1009,0.1015,0.988
16:52:51:789,0.9802,0.1031,0.0924,0.990
16:52:51:795,0.9783,0.1046,0.0897,0.988
16:52:51:799,0.9739,0.1085,0.0941,0.984
16:52:51:805,0.9609,0.1160,0.1039,0.973
16:52:51:809,0.9462,0.1263,0.1227,0.962
16:52:51:815,0.9423,0.1341,0.1357,0.961
16:52:51:820,0.9506,0.1356,0.1274,0.969
16:52:51:825,0.9621,0.1341,0.1064,0.977
16:52:51:830,0.9717,0.1344,0.0897,0.985
16:52:51:835,0.9736,0.1388,0.0822,0.987
16:52:51:839,0.9712,0.1473,0.0927,0.987
16:52:51:844,0.9636,0.1532,0.1093,0.982
16:52:51:849,0.9568,0.1522,0.1139,0.975
16:52:51:858,0.9643,0.1537,0.1166,0.983
16:52:51:859,0.9682,0.1542,0.1203,0.988
16:52:51:865,0.9629,0.1517,0.1164,0.982
16:52:51:870,0.9638,0.1586,0.1144,0.983
16:52:51:875,0.9653,0.1620,0.1093,0.985
16:52:51:880,0.9663,0.1610,0.1034,0.985
16:52:51:885,0.9729,0.1698,0.1056,0.993
16:52:51:891,0.9790,0.1750,0.0980,0.999
16:52:51:896,0.9856,0.1762,0.0861,1.005
16:52:51:900,0.9795,0.1737,0.0770,0.998
16:52:51:905,0.9453,0.1622,0.0673,0.961
16:52:51:910,0.9235,0.1662,0.0687,0.941
