time,gFx,gFy,gFz,TgF
17:20:03:295,1.0118,0.1024,0.2352,1.044
17:20:03:295,1.0083,0.1126,0.2452,1.044
17:20:03:301,0.9964,0.1283,0.2337,1.031
17:20:03:305,0.9929,0.1368,0.2100,1.024
17:20:03:310,0.9934,0.1410,0.1816,1.020
17:20:03:317,0.9907,0.1451,0.1584,1.014
17:20:03:320,0.9863,0.1508,0.1452,1.008
17:20:03:325,0.9856,0.1554,0.1406,1.008
17:20:03:332,0.9844,0.1598,0.1406,1.007
17:20:03:335,0.9819,0.1635,0.1384,1.005
17:20:03:340,0.9780,0.1642,0.1372,1.001
17:20:03:345,0.9753,0.1605,0.1323,0.997
17:20:03:351,0.9797,0.1581,0.1252,1.000
17:20:03:355,0.9841,0.1571,0.1225,1.004
17:20:03:360,0.9810,0.1520,0.1237,1.000
17:20:03:366,0.9775,0.1476,0.1303,0.997
17:20:03:371,0.9758,0.1410,0.1340,0.995
17:20:03:375,0.9741,0.1292,0.1242,0.990
17:20:03:380,0.9766,0.1334,0.1073,0.991
17:20:03:386,0.9712,0.1459,0.0919,0.986
17:20:03:391,0.9563,0.1424,0.0873,0.971
17:20:03:395,0.9480,0.1204,0.0954,0.960
17:20:03:405,0.9502,0.0989,0.1103,0.962
17:20:03:406,0.9533,0.1138,0.1259,0.968
17:20:03:411,0.9445,0.1290,0.1345,0.963
17:20:03:419,0.9313,0.1300,0.1435,0.951
17:20:03:421,0.9264,0.1241,0.1548,0.947
17:20:03:425,0.9277,0.1212,0.1621,0.949
17:20:03:433,0.9313,0.1239,0.1643,0.954
17:20:03:436,0.9396,0.1307,0.1675,0.963
17:20:03:440,0.9524,0.1263,0.1667,0.975
17:20:03:445,0.9648,0.1224,0.1565,0.985
17:20:03:452,0.9702,0.1244,0.1472,0.989
17:20:03:455,0.9695,0.1295,0.1538,0.990
17:20:03:462,0.9658,0.1358,0.1731,0.991
17:20:03:466,0.9631,0.1395,0.1946,0.992
17:20:03:471,0.9616,0.1368,0.2142,0.995
17:20:03:476,0.9624,0.1332,0.2232,0.997
17:20:03:482,0.9656,0.1297,0.2200,0.999
17:20:03:487,0.9704,0.1246,0.2139,1.002
17:20:03:491,0.9751,0.1185,0.2173,1.006
17:20:03:496,0.9768,0.1121,0.2274,1.009
17:20:03:501,0.9775,0.1033,0.2303,1.010
17:20:03:506,0.9812,0.0943,0.2132,1.009
17:20:03:511,0.9849,0.0901,0.1904,1.007
17:20:03:522,0.9854,0.0887,0.1858,1.007
17:20:03:524,0.9841,0.0855,0.1948,1.007
17:20:03:526,0.9807,0.0828,0.2078,1.006
17:20:03:532,0.9780,0.0826,0.2171,1.005
17:20:03:537,0.9763,0.0823,0.2261,1.006
17:20:03:542,0.9766,0.0816,0.2308,1.007
17:20:03:546,0.9763,0.0801,0.2276,1.006
17:20:03:552,0.9729,0.0796,0.2281,1.002
17:20:03:556,0.9714,0.0804,0.2332,1.002
17:20:03:561,0.9702,0.0801,0.2401,1.003
17:20:03:566,0.9648,0.0804,0.2506,1.000
17:20:03:572,0.9629,0.0799,0.2601,1.001
17:20:03:576,0.9619,0.0784,0.2601,1.000
17:20:03:583,0.9582,0.0772,0.2591,0.996
17:20:03:587,0.9709,0.0667,0.2589,1.007
17:20:03:592,0.9612,0.0662,0.2420,0.993
17:20:03:596,0.9345,0.0796,0.2450,0.969
17:20:03:602,0.9296,0.0806,0.2665,0.970
17:20:03:607,0.9360,0.0703,0.2780,0.979
17:20:03:612,0.9509,0.0569,0.2718,0.991
17:20:03:622,0.9690,0.0474,0.2474,1.001
17:20:03:623,1.0039,0.0410,0.2242,1.029
17:20:03:627,0.9983,0.0386,0.2105,1.021
17:20:03:634,0.9597,0.0442,0.2283,0.987
