time,gFx,gFy,gFz,TgF
17:21:22:345,0.9641,0.1138,0.1181,0.978
17:21:22:347,0.9819,0.1068,0.1814,1.004
17:21:22:350,0.9785,0.1141,0.1939,1.004
17:21:22:356,0.9660,0.1310,0.1680,0.989
17:21:22:360,0.9653,0.1424,0.1376,0.985
17:21:22:365,0.9758,0.1429,0.1262,0.994
17:21:22:372,0.9829,0.1432,0.1335,1.002
17:21:22:375,0.9824,0.1498,0.1555,1.006
17:21:22:380,0.9805,0.1564,0.1826,1.010
17:21:22:384,0.9726,0.1637,0.1922,1.005
17:21:22:390,0.9604,0.1718,0.1902,0.994
17:21:22:395,0.9558,0.1764,0.1936,0.991
17:21:22:400,0.9555,0.1752,0.2049,0.993
17:21:22:406,0.9536,0.1713,0.2095,0.991
17:21:22:410,0.9492,0.1710,0.2058,0.986
17:21:22:414,0.9472,0.1730,0.2036,0.984
17:21:22:420,0.9502,0.1713,0.2049,0.987
17:21:22:425,0.9519,0.1662,0.2027,0.987
17:21:22:431,0.9524,0.1613,0.1975,0.986
17:21:22:435,0.9514,0.1576,0.1929,0.983
17:21:22:440,0.9489,0.1537,0.1907,0.980
17:21:22:445,0.9484,0.1478,0.1958,0.980
17:21:22:450,0.9494,0.1412,0.2036,0.981
17:21:22:455,0.9482,0.1366,0.2051,0.980
17:21:22:460,0.9450,0.1358,0.1988,0.975
17:21:22:465,0.9411,0.1380,0.1890,0.970
17:21:22:470,0.9394,0.1398,0.1875,0.968
17:21:22:475,0.9387,0.1395,0.1917,0.968
17:21:22:480,0.9377,0.1378,0.1924,0.967
17:21:22:486,0.9372,0.1378,0.1904,0.966
17:21:22:491,0.9396,0.1390,0.1904,0.969
17:21:22:495,0.9428,0.1390,0.1924,0.972
17:21:22:502,0.9480,0.1390,0.1948,0.978
17:21:22:510,0.9548,0.1395,0.1948,0.984
17:21:22:511,0.9604,0.1398,0.1951,0.990
17:21:22:515,0.9656,0.1407,0.1948,0.995
17:21:22:520,0.9726,0.1424,0.1914,1.001
17:21:22:526,0.9788,0.1449,0.1926,1.008
17:21:22:531,0.9822,0.1473,0.1978,1.013
17:21:22:537,0.9824,0.1505,0.2019,1.014
17:21:22:543,0.9807,0.1556,0.2024,1.013
17:21:22:545,0.9751,0.1608,0.2056,1.009
17:21:22:551,0.9702,0.1654,0.2098,1.006
17:21:22:556,0.9687,0.1688,0.2083,1.005
17:21:22:560,0.9680,0.1706,0.2051,1.004
17:21:22:565,0.9660,0.1723,0.2041,1.002
17:21:22:571,0.9631,0.1735,0.2063,1.000
17:21:22:576,0.9614,0.1723,0.2063,0.998
17:21:22:580,0.9612,0.1706,0.2014,0.997
17:21:22:588,0.9648,0.1666,0.1897,0.997
17:21:22:591,0.9690,0.1632,0.1777,0.999
17:21:22:595,0.9712,0.1591,0.1682,0.998
17:21:22:600,0.9707,0.1571,0.1616,0.997
17:21:22:605,0.9700,0.1571,0.1614,0.996
17:21:22:611,0.9700,0.1554,0.1658,0.996
17:21:22:615,0.9731,0.1500,0.1702,0.999
17:21:22:622,0.9770,0.1456,0.1697,1.002
