time,gFx,gFy,gFz,TgF
17:17:58:930,0.9758,0.0596,0.0834,0.981
17:17:58:936,0.9751,0.0620,0.0831,0.981
17:17:58:938,0.9748,0.0601,0.0761,0.980
17:17:58:942,0.9739,0.0571,0.0695,0.978
17:17:58:948,0.9729,0.0525,0.0626,0.976
17:17:58:955,0.9739,0.0486,0.0614,0.977
17:17:58:958,0.9758,0.0444,0.0673,0.979
17:17:58:963,0.9766,0.0417,0.0736,0.980
17:17:58:968,0.9822,0.0408,0.0783,0.986
17:17:58:974,0.9915,0.0395,0.0827,0.996
17:17:58:977,0.9983,0.0390,0.0844,1.003
17:17:58:987,1.0049,0.0388,0.0853,1.009
17:17:58:987,1.0083,0.0378,0.0846,1.013
17:17:58:994,1.0037,0.0381,0.0849,1.008
17:17:58:998,0.9993,0.0378,0.0844,1.004
17:17:59:003,1.0025,0.0356,0.0831,1.007
17:17:59:008,1.0088,0.0310,0.0849,1.013
17:17:59:013,1.0113,0.0302,0.0897,1.016
17:17:59:019,1.0110,0.0332,0.0929,1.016
17:17:59:025,1.0122,0.0324,0.0907,1.017
17:17:59:029,1.0103,0.0302,0.0870,1.014
17:17:59:035,1.0020,0.0283,0.0858,1.006
17:17:59:038,0.9927,0.0285,0.0875,0.997
17:17:59:043,0.9846,0.0315,0.0878,0.989
17:17:59:048,0.9761,0.0344,0.0870,0.981
17:17:59:054,0.9741,0.0339,0.0827,0.978
17:17:59:058,0.9724,0.0334,0.0783,0.976
17:17:59:063,0.9651,0.0346,0.0805,0.969
17:17:59:068,0.9533,0.0376,0.0873,0.958
17:17:59:074,0.9455,0.0405,0.0927,0.951
17:17:59:079,0.9423,0.0427,0.0914,0.948
17:17:59:084,0.9382,0.0454,0.0849,0.943
17:17:59:088,0.9367,0.0474,0.0809,0.941
17:17:59:094,0.9401,0.0464,0.0809,0.945
17:17:59:099,0.9416,0.0444,0.0861,0.947
17:17:59:108,0.9387,0.0464,0.0946,0.945
17:17:59:109,0.9360,0.0469,0.0995,0.942
17:17:59:114,0.9365,0.0452,0.0973,0.943
17:17:59:119,0.9357,0.0439,0.0922,0.941
17:17:59:124,0.9330,0.0442,0.0919,0.939
17:17:59:129,0.9348,0.0444,0.0963,0.941
17:17:59:135,0.9411,0.0427,0.0998,0.947
17:17:59:138,0.9453,0.0415,0.1027,0.952
17:17:59:143,0.9445,0.0398,0.1051,0.951
17:17:59:148,0.9423,0.0386,0.1081,0.949
17:17:59:156,0.9406,0.0373,0.1093,0.948
17:17:59:159,0.9406,0.0342,0.1076,0.947
17:17:59:163,0.9440,0.0305,0.1029,0.950
17:17:59:169,0.9521,0.0266,0.0980,0.958
17:17:59:174,0.9619,0.0246,0.0985,0.967
17:17:59:178,0.9712,0.0246,0.0973,0.976
17:17:59:192,0.9766,0.0232,0.0919,0.981
17:17:59:193,0.9788,0.0217,0.0866,0.983
17:17:59:194,0.9805,0.0224,0.0805,0.984
17:17:59:198,0.9812,0.0241,0.0729,0.984
17:17:59:204,0.9836,0.0246,0.0663,0.986
17:17:59:210,0.9907,0.0232,0.0624,0.993
17:17:59:214,0.9998,0.0219,0.0631,1.002
17:17:59:219,1.0103,0.0219,0.0626,1.012
17:17:59:224,1.0198,0.0232,0.0619,1.022
17:17:59:241,1.0289,0.0207,0.0641,1.031
17:17:59:242,1.0377,0.0163,0.0690,1.040
17:17:59:242,1.0492,0.0087,0.0748,1.052
17:17:59:244,1.0555,0.0034,0.0812,1.059
17:17:59:249,1.0560,0.0107,0.1046,1.061
17:17:59:255,1.0372,0.0234,0.1046,1.043
17:17:59:259,1.0118,0.0129,0.0963,1.016
17:17:59:264,1.0220,0.0073,0.0980,1.027
17:17:59:269,1.0396,0.0117,0.0927,1.044
17:17:59:274,1.0340,0.0141,0.0890,1.038
17:17:59:279,1.0049,0.0290,0.0973,1.010
17:17:59:294,0.9758,0.0388,0.1086,0.983
17:17:59:295,0.9572,0.0420,0.1174,0.965
17:17:59:296,0.9504,0.0491,0.1235,0.960
17:17:59:302,0.9462,0.0571,0.1244,0.956
17:17:59:305,0.9394,0.0664,0.1325,0.951
17:17:59:310,0.9343,0.0725,0.1462,0.948
17:17:59:315,0.9284,0.0767,0.1508,0.944
17:17:59:320,0.9257,0.0835,0.1504,0.942
17:17:59:324,0.9326,0.0852,0.1535,0.949
17:17:59:330,0.9372,0.0899,0.1658,0.956
17:17:59:336,0.9340,0.0970,0.1790,0.956
17:17:59:339,0.9277,0.1041,0.1865,0.952
17:17:59:345,0.9208,0.1092,0.1902,0.947
