time,gFx,gFy,gFz,TgF
16:05:52:111,1.0210,0.1021,0.0086,1.026
16:05:52:113,1.0113,0.1231,0.0577,1.020
16:05:52:119,0.9961,0.1358,0.0905,1.009
16:05:52:123,0.9905,0.1368,0.0924,1.004
16:05:52:128,0.9912,0.1346,0.0814,1.004
16:05:52:133,0.9868,0.1334,0.0812,0.999
16:05:52:141,0.9714,0.1354,0.0812,0.984
16:05:52:143,0.9546,0.1390,0.0809,0.968
16:05:52:148,0.9482,0.1383,0.0824,0.962
16:05:52:154,0.9526,0.1412,0.0729,0.966
16:05:52:159,0.9614,0.1446,0.0748,0.975
16:05:52:163,0.9670,0.1446,0.0956,0.982
16:05:52:175,0.9646,0.1449,0.1149,0.982
16:05:52:176,0.9516,0.1534,0.1156,0.971
16:05:52:179,0.9453,0.1615,0.1156,0.966
16:05:52:183,0.9558,0.1598,0.1296,0.978
16:05:52:191,0.9704,0.1566,0.1494,0.994
16:05:52:193,0.9800,0.1556,0.1711,1.007
16:05:52:199,0.9805,0.1564,0.1853,1.010
16:05:52:204,0.9719,0.1588,0.1870,1.002
16:05:52:208,0.9634,0.1613,0.1821,0.994
16:05:52:213,0.9609,0.1613,0.1787,0.991
16:05:52:219,0.9506,0.1600,0.1699,0.979
16:05:52:223,0.9230,0.1644,0.1567,0.951
16:05:52:229,0.9091,0.1681,0.1530,0.937
16:05:52:235,0.9147,0.1666,0.1574,0.943
16:05:52:239,0.9260,0.1632,0.1645,0.955
16:05:52:244,0.9352,0.1620,0.1711,0.964
16:05:52:248,0.9389,0.1701,0.1733,0.970
16:05:52:254,0.9374,0.1904,0.1675,0.971
16:05:52:259,0.9526,0.1921,0.1592,0.985
16:05:52:263,0.9682,0.1867,0.1345,0.995
16:05:52:275,0.9770,0.1830,0.1132,1.000
16:05:52:276,0.9829,0.1781,0.0912,1.003
16:05:52:279,1.0003,0.1747,0.0741,1.018
16:05:52:284,1.0235,0.1620,0.0839,1.040
16:05:52:291,1.0379,0.1495,0.0988,1.053
16:05:52:294,1.0445,0.1424,0.1076,1.060
16:05:52:301,1.0450,0.1415,0.1166,1.061
16:05:52:304,1.0362,0.1449,0.1281,1.054
16:05:52:309,1.0276,0.1481,0.1411,1.048
16:05:52:314,1.0274,0.1503,0.1438,1.048
16:05:52:320,1.0364,0.1498,0.1354,1.056
16:05:52:324,1.0399,0.1478,0.1262,1.058
16:05:52:329,1.0303,0.1412,0.1200,1.047
16:05:52:334,1.0169,0.1312,0.1159,1.032
16:05:52:340,1.0103,0.1229,0.1110,1.024
16:05:52:344,1.0032,0.1195,0.0985,1.015
16:05:52:349,0.9888,0.1219,0.0819,1.000
16:05:52:354,0.9731,0.1192,0.0743,0.983
16:05:52:360,0.9651,0.1148,0.0758,0.975
16:05:52:364,0.9714,0.1219,0.0841,0.983
16:05:52:375,0.9802,0.1324,0.1078,0.995
16:05:52:376,0.9800,0.1317,0.1442,0.999
16:05:52:381,0.9836,0.1195,0.1772,1.007
16:05:52:384,0.9888,0.1085,0.1944,1.014
16:05:52:391,0.9878,0.1033,0.1939,1.012
16:05:52:394,0.9866,0.0997,0.1875,1.009
16:05:52:400,0.9902,0.0914,0.1853,1.012
16:05:52:404,0.9876,0.0808,0.1907,1.009
16:05:52:410,0.9746,0.0698,0.1944,0.996
16:05:52:414,0.9497,0.0684,0.1875,0.970
16:05:52:420,0.9071,0.0745,0.1843,0.929
16:05:52:425,0.8873,0.0640,0.1956,0.911
16:05:52:430,0.8886,0.0549,0.2090,0.914
16:05:52:435,0.8771,0.0608,0.2164,0.905
16:05:52:440,0.8587,0.0728,0.2300,0.892
16:05:52:444,0.8304,0.0811,0.2435,0.869
16:05:52:449,0.7649,0.0818,0.2462,0.808
16:05:52:454,0.7052,0.0796,0.2359,0.748
16:05:52:461,0.7282,0.0718,0.2227,0.765
16:05:52:464,0.8028,0.0738,0.2425,0.842
16:05:52:475,0.8348,0.0926,0.2887,0.888
16:05:52:476,0.8304,0.1114,0.3405,0.904
16:05:52:481,0.8546,0.1002,0.3723,0.938
16:05:52:484,0.9321,0.0452,0.3469,0.996
16:05:52:491,1.0066,-0.0089,0.2753,1.044
16:05:52:495,0.9834,0.0268,0.2846,1.024
16:05:52:503,0.8668,0.1231,0.3745,0.952
16:05:52:504,0.7624,0.1840,0.4268,0.893
16:05:52:510,0.7536,0.1556,0.4207,0.877
16:05:52:515,0.8230,0.0882,0.4156,0.926
16:05:52:521,0.8729,0.0586,0.4134,0.968
16:05:52:525,0.8754,0.0738,0.3721,0.954
16:05:52:530,0.8565,0.1014,0.3266,0.922
16:05:52:536,0.8360,0.1141,0.3085,0.898
16:05:52:541,0.8206,0.1121,0.3183,0.887
16:05:52:545,0.8096,0.1058,0.3393,0.884
16:05:52:551,0.8135,0.1009,0.3540,0.893
16:05:52:555,0.8238,0.0948,0.3591,0.904
16:05:52:561,0.8304,0.0862,0.3569,0.908
16:05:52:565,0.8340,0.0813,0.3454,0.906
16:05:52:577,0.8362,0.0791,0.3376,0.905
16:05:52:578,0.8377,0.0811,0.3393,0.907
16:05:52:582,0.8438,0.0855,0.3447,0.916
16:05:52:586,0.8560,0.0867,0.3471,0.928
16:05:52:591,0.8705,0.0843,0.3437,0.940
16:05:52:595,0.8739,0.0833,0.3366,0.940
16:05:52:601,0.8675,0.0862,0.3339,0.934
16:05:52:605,0.8717,0.0882,0.3452,0.942
16:05:52:610,0.8952,0.0892,0.3723,0.974
16:05:52:615,0.9262,0.0867,0.3987,1.012
16:05:52:621,0.9489,0.0794,0.4043,1.035
16:05:52:625,0.9616,0.0767,0.3938,1.042
16:05:52:630,0.9861,0.0769,0.3811,1.060
16:05:52:635,1.0215,0.0806,0.3772,1.092
16:05:52:641,1.0450,0.0889,0.3840,1.117
16:05:52:645,1.0511,0.0938,0.3921,1.126
16:05:52:651,1.0572,0.0914,0.3860,1.129
16:05:52:655,1.0687,0.0806,0.3684,1.133
16:05:52:661,1.0800,0.0647,0.3386,1.134
16:05:52:665,1.0900,0.0464,0.3014,1.132
16:05:52:671,1.0914,0.0315,0.2645,1.123
16:05:52:677,1.0919,0.0263,0.2362,1.117
16:05:52:681,1.0968,0.0261,0.2354,1.122
16:05:52:692,1.1034,0.0273,0.2684,1.136
16:05:52:693,1.1103,0.0310,0.3139,1.154
16:05:52:696,1.1108,0.0376,0.3432,1.163
16:05:52:702,1.1024,0.0478,0.3430,1.156
16:05:52:708,1.0936,0.0559,0.3396,1.147
16:05:52:711,1.0919,0.0784,0.3366,1.145
16:05:52:716,1.0892,0.1075,0.3484,1.149
16:05:52:723,1.0790,0.1427,0.3579,1.146
16:05:52:726,1.0729,0.1860,0.3308,1.138
16:05:52:731,1.0954,0.2263,0.2853,1.154
16:05:52:736,1.1557,0.2444,0.2528,1.208
16:05:52:741,1.2391,0.2358,0.2450,1.285
16:05:52:746,1.2924,0.2368,0.2784,1.343
16:05:52:751,1.3557,0.2439,0.2706,1.404
16:05:52:756,1.4036,0.2605,0.1692,1.438
16:05:52:761,1.3882,0.2583,0.0311,1.412
16:05:52:766,1.3596,0.2270,-0.0635,1.380
16:05:52:775,1.2992,0.1708,-0.0816,1.313
16:05:52:777,1.2606,0.1464,-0.0586,1.270
16:05:52:782,1.2232,0.1884,-0.0589,1.239
16:05:52:786,1.1741,0.2363,-0.1100,1.203
16:05:52:791,1.1371,0.2507,-0.1804,1.178
16:05:52:796,1.1149,0.2507,-0.2390,1.167
16:05:52:803,1.0888,0.2556,-0.2791,1.153
16:05:52:808,1.0633,0.2615,-0.2926,1.133
16:05:52:811,1.0276,0.2612,-0.2830,1.097
16:05:52:817,0.9827,0.2473,-0.2605,1.046
16:05:52:822,0.9450,0.2204,-0.2390,0.999
16:05:52:826,0.9379,0.1884,-0.2351,0.985
16:05:52:831,0.9543,0.1578,-0.2483,0.999
16:05:52:836,0.9712,0.1300,-0.2598,1.014
16:05:52:843,0.9805,0.1004,-0.2608,1.020
16:05:52:846,0.9927,0.0662,-0.2449,1.025
16:05:52:851,1.0179,0.0317,-0.2180,1.041
16:05:52:856,1.0462,0.0036,-0.1879,1.063
16:05:52:862,1.0655,-0.0230,-0.1664,1.079
16:05:52:875,1.0707,-0.0507,-0.1549,1.083
16:05:52:876,1.0702,-0.0695,-0.1476,1.083
16:05:52:877,1.0795,-0.0793,-0.1351,1.091
16:05:52:882,1.0944,-0.0817,-0.1217,1.104
16:05:52:887,1.1112,-0.0783,-0.1237,1.121
16:05:52:891,1.1279,-0.0656,-0.1408,1.139
16:05:52:896,1.1371,-0.0485,-0.1593,1.149
16:05:52:902,1.1411,-0.0296,-0.1740,1.155
16:05:52:906,1.1481,-0.0079,-0.1723,1.161
16:05:52:911,1.1557,0.0158,-0.1498,1.166
16:05:52:919,1.1584,0.0478,-0.1080,1.164
16:05:52:924,1.1631,0.0889,-0.0572,1.168
16:05:52:926,1.1643,0.1424,-0.0066,1.173
16:05:52:932,1.1618,0.1916,0.0629,1.179
16:05:52:937,1.1474,0.2241,0.1000,1.173
16:05:52:942,1.1154,0.2573,0.1127,1.150
16:05:52:947,1.0702,0.2776,0.1301,1.113
16:05:52:952,1.0262,0.2630,0.1364,1.068
16:05:52:958,0.9942,0.2642,0.1308,1.037
16:05:52:962,0.9494,0.2710,0.0712,0.990
16:05:52:971,0.9123,0.2825,0.0328,0.956
16:05:52:975,0.8986,0.2476,0.0409,0.933
16:05:52:978,0.8624,0.2307,0.0426,0.894
16:05:52:983,0.8367,0.2138,0.0409,0.865
16:05:52:987,0.8086,0.1759,0.0240,0.828
16:05:52:992,0.7866,0.1388,0.0047,0.799
16:05:52:997,0.7688,0.1075,-0.0132,0.776
16:05:53:003,0.7492,0.0852,-0.0317,0.755
16:05:53:007,0.7365,0.0625,-0.0528,0.741
16:05:53:012,0.7258,0.0368,-0.0691,0.730
16:05:53:018,0.7140,0.0034,-0.0665,0.717
16:05:53:023,0.6896,-0.0213,-0.0645,0.693
16:05:53:027,0.6554,-0.0301,-0.0687,0.660
16:05:53:032,0.6268,-0.0355,-0.0728,0.632
16:05:53:037,0.5979,-0.0416,-0.0682,0.603
16:05:53:044,0.5705,-0.0460,-0.0547,0.575
16:05:53:047,0.5534,-0.0494,-0.0427,0.557
16:05:53:056,0.5422,-0.0472,-0.0401,0.546
16:05:53:061,0.5361,-0.0443,-0.0415,0.540
16:05:53:065,0.5622,-0.0502,-0.0374,0.566
16:05:53:067,0.5969,-0.0636,-0.0256,0.601
16:05:53:072,0.6255,-0.0856,-0.0110,0.631
16:05:53:077,0.6397,-0.0929,-0.0046,0.646
16:05:53:084,0.6471,-0.0861,0.0003,0.653
16:05:53:087,0.6617,-0.0795,0.0059,0.667
16:05:53:093,0.6830,-0.0709,0.0157,0.687
16:05:53:098,0.7067,-0.0670,0.0374,0.711
16:05:53:103,0.7263,-0.0680,0.0712,0.733
16:05:53:107,0.7429,-0.0753,0.1100,0.755
16:05:53:113,0.7627,-0.0824,0.1296,0.778
16:05:53:120,0.7869,-0.0846,0.1254,0.801
16:05:53:123,0.8120,-0.0810,0.1044,0.823
16:05:53:127,0.8323,-0.0949,0.0929,0.843
16:05:53:135,0.8416,-0.1103,0.0932,0.854
16:05:53:139,0.8558,-0.1223,0.1064,0.871
16:05:53:145,0.8849,-0.1279,0.1284,0.903
16:05:53:148,0.9198,-0.1203,0.1557,0.941
16:05:53:153,0.9484,-0.1110,0.1814,0.972
16:05:53:158,0.9653,-0.0956,0.1966,0.990
16:05:53:163,0.9775,-0.0790,0.2171,1.004
16:05:53:171,0.9871,-0.0582,0.2144,1.012
16:05:53:175,0.9924,-0.0333,0.1105,0.999
16:05:53:178,0.9951,-0.0404,0.0731,0.999
16:05:53:185,1.0093,-0.0507,0.0875,1.014
16:05:53:188,1.0335,-0.0423,0.1130,1.041
16:05:53:193,1.0616,-0.0255,0.1340,1.070
16:05:53:198,1.0787,0.0016,0.1469,1.089
16:05:53:203,1.0885,0.0168,0.1596,1.100
16:05:53:208,1.0971,0.0183,0.1687,1.110
16:05:53:213,1.0917,0.0261,0.1689,1.105
16:05:53:218,1.0831,0.0351,0.1570,1.095
16:05:53:224,1.0829,0.0381,0.1464,1.093
16:05:53:228,1.0941,0.0293,0.1472,1.104
16:05:53:235,1.1259,0.0078,0.1540,1.136
16:05:53:239,1.1623,-0.0130,0.1592,1.173
