time,gFx,gFy,gFz,TgF
16:05:19:864,0.9858,0.0290,-0.0242,0.987
16:05:19:865,0.9944,0.0207,-0.0095,0.995
16:05:19:873,1.0003,0.0229,0.0061,1.001
16:05:19:877,0.9949,0.0298,0.0181,0.995
16:05:19:883,0.9827,0.0371,0.0274,0.984
16:05:19:885,0.9692,0.0464,0.0281,0.971
16:05:19:891,0.9653,0.0518,0.0343,0.967
16:05:19:895,0.9763,0.0503,0.0548,0.979
16:05:19:900,0.9917,0.0469,0.0844,0.996
16:05:19:905,0.9951,0.0469,0.1068,1.002
16:05:19:911,0.9819,0.0498,0.1137,0.990
16:05:19:915,0.9660,0.0515,0.1103,0.974
16:05:19:922,0.9602,0.0474,0.1032,0.967
16:05:19:925,0.9646,0.0422,0.0954,0.970
16:05:19:931,0.9680,0.0395,0.0927,0.973
16:05:19:935,0.9626,0.0412,0.0934,0.968
16:05:19:940,0.9541,0.0464,0.0922,0.960
16:05:19:945,0.9494,0.0510,0.0856,0.955
16:05:19:951,0.9431,0.0569,0.0763,0.948
16:05:19:962,0.9357,0.0618,0.0707,0.940
16:05:19:963,0.9365,0.0640,0.0675,0.941
16:05:19:965,0.9421,0.0647,0.0631,0.946
16:05:19:971,0.9460,0.0647,0.0567,0.950
16:05:19:976,0.9494,0.0657,0.0543,0.953
16:05:19:981,0.9511,0.0713,0.0541,0.955
16:05:19:987,0.9548,0.0774,0.0594,0.960
16:05:19:995,0.9646,0.0796,0.0673,0.970
16:05:19:996,0.9739,0.0791,0.0724,0.980
16:05:20:001,0.9790,0.0784,0.0741,0.985
16:05:20:006,0.9824,0.0799,0.0748,0.988
16:05:20:012,0.9888,0.0826,0.0768,0.995
16:05:20:016,0.9986,0.0843,0.0824,1.005
16:05:20:022,1.0096,0.0835,0.0856,1.017
16:05:20:026,1.0130,0.0813,0.0897,1.020
16:05:20:031,1.0105,0.0796,0.0951,1.018
16:05:20:036,1.0083,0.0789,0.0941,1.016
16:05:20:045,1.0083,0.0789,0.0851,1.015
16:05:20:046,1.0120,0.0769,0.0761,1.018
16:05:20:051,1.0174,0.0752,0.0719,1.023
16:05:20:056,1.0225,0.0767,0.0734,1.028
16:05:20:061,1.0301,0.0777,0.0870,1.037
16:05:20:066,1.0406,0.0760,0.1098,1.049
16:05:20:072,1.0445,0.0725,0.1328,1.055
16:05:20:076,1.0443,0.0713,0.1521,1.058
16:05:20:081,1.0472,0.0703,0.1697,1.063
16:05:20:088,1.0494,0.0703,0.1848,1.068
16:05:20:092,1.0472,0.0764,0.1968,1.068
16:05:20:096,1.0401,0.0742,0.1900,1.060
16:05:20:101,1.0330,0.0777,0.1785,1.051
16:05:20:107,1.0294,0.0823,0.1741,1.047
16:05:20:112,1.0269,0.0818,0.1748,1.045
16:05:20:116,1.0281,0.0945,0.1841,1.049
16:05:20:121,1.0306,0.0698,0.1816,1.049
16:05:20:126,1.0245,0.0518,0.1768,1.041
16:05:20:132,1.0105,0.0698,0.1724,1.028
16:05:20:136,0.9917,0.1065,0.1694,1.012
16:05:20:145,0.9761,0.0818,0.1511,0.991
16:05:20:146,0.9660,0.0581,0.1403,0.978
16:05:20:152,0.9572,0.0806,0.1420,0.971
16:05:20:157,0.9455,0.1019,0.1460,0.962
16:05:20:161,0.9355,0.1195,0.1511,0.955
16:05:20:166,0.9350,0.1322,0.1626,0.958
16:05:20:172,0.9308,0.0945,0.1528,0.948
16:05:20:176,0.9206,0.0962,0.1455,0.937
16:05:20:182,0.9062,0.1187,0.1462,0.926
16:05:20:187,0.8969,0.1263,0.1560,0.919
16:05:20:192,0.8976,0.1229,0.1614,0.920
16:05:20:196,0.9032,0.1178,0.1643,0.926
16:05:20:202,0.9062,0.1138,0.1670,0.928
16:05:20:207,0.9032,0.1119,0.1672,0.925
16:05:20:213,0.8966,0.1146,0.1667,0.919
16:05:20:216,0.8949,0.1307,0.1731,0.921
16:05:20:222,0.8971,0.1158,0.1675,0.920
16:05:20:227,0.8986,0.1004,0.1675,0.920
16:05:20:232,0.8954,0.1119,0.1719,0.919
16:05:20:239,0.8895,0.1207,0.1670,0.913
16:05:20:242,0.8881,0.1217,0.1638,0.911
16:05:20:249,0.8886,0.1212,0.1655,0.912
16:05:20:257,0.8900,0.1224,0.1687,0.914
16:05:20:259,0.8920,0.1236,0.1750,0.917
16:05:20:262,0.8934,0.1229,0.1843,0.921
16:05:20:267,0.8947,0.1251,0.1895,0.923
16:05:20:272,0.8942,0.1292,0.1870,0.923
16:05:20:277,0.8959,0.1310,0.1824,0.924
16:05:20:282,0.9018,0.1307,0.1848,0.930
16:05:20:289,0.9071,0.1319,0.1902,0.936
16:05:20:292,0.9091,0.1349,0.1939,0.939
16:05:20:297,0.9110,0.1488,0.1983,0.944
16:05:20:302,0.9152,0.1442,0.1963,0.947
16:05:20:309,0.9235,0.1173,0.1804,0.948
16:05:20:313,0.9313,0.1234,0.1726,0.955
16:05:20:317,0.9333,0.1454,0.1792,0.961
16:05:20:326,0.9318,0.1349,0.1885,0.960
16:05:20:328,0.9326,0.1380,0.2073,0.965
16:05:20:333,0.9333,0.1202,0.2154,0.965
16:05:20:346,0.9272,0.1398,0.2256,0.964
16:05:20:347,0.9228,0.1354,0.2293,0.960
16:05:20:348,0.9252,0.1258,0.2193,0.959
16:05:20:355,0.9308,0.1241,0.2019,0.961
16:05:20:358,0.9414,0.1222,0.1968,0.969
16:05:20:365,0.9487,0.1241,0.2120,0.980
16:05:20:367,0.9499,0.1190,0.2293,0.984
16:05:20:373,0.9548,0.1112,0.2349,0.990
16:05:20:377,0.9558,0.1026,0.2296,0.988
16:05:20:382,0.9555,0.1002,0.2205,0.986
16:05:20:388,0.9541,0.1182,0.2178,0.986
16:05:20:393,0.9489,0.1158,0.2232,0.982
16:05:20:397,0.9536,0.1014,0.2322,0.987
16:05:20:403,0.9570,0.0899,0.2393,0.991
16:05:20:407,0.9482,0.0943,0.2518,0.986
16:05:20:413,0.9333,0.1102,0.2604,0.975
16:05:20:417,0.9203,0.1016,0.2604,0.962
16:05:20:422,0.9203,0.0899,0.2569,0.960
16:05:20:428,0.9228,0.0887,0.2562,0.962
16:05:20:433,0.9218,0.0909,0.2621,0.963
16:05:20:445,0.9250,0.0987,0.2731,0.969
16:05:20:446,0.9264,0.1060,0.2816,0.974
16:05:20:447,0.9304,0.1134,0.2897,0.981
16:05:20:454,0.9321,0.1244,0.2951,0.986
16:05:20:458,0.9335,0.1314,0.2953,0.988
16:05:20:463,0.9360,0.1344,0.2958,0.991
16:05:20:468,0.9394,0.1344,0.2958,0.994
16:05:20:474,0.9423,0.1366,0.2936,0.996
16:05:20:478,0.9475,0.1405,0.2846,0.999
16:05:20:483,0.9550,0.1432,0.2767,1.005
16:05:20:490,0.9558,0.1446,0.2777,1.006
16:05:20:493,0.9538,0.1451,0.2846,1.006
16:05:20:498,0.9575,0.1486,0.2934,1.012
16:05:20:505,0.9675,0.1512,0.2975,1.023
16:05:20:508,0.9834,0.1493,0.2990,1.039
16:05:20:513,0.9971,0.1427,0.3058,1.053
16:05:20:518,1.0017,0.1344,0.3122,1.058
16:05:20:523,1.0027,0.1334,0.3117,1.058
16:05:20:528,1.0030,0.1380,0.3051,1.057
16:05:20:534,1.0012,0.1410,0.2985,1.054
16:05:20:546,0.9986,0.1432,0.2968,1.052
16:05:20:548,0.9954,0.1422,0.2941,1.048
16:05:20:548,0.9937,0.1439,0.2806,1.043
